mutation,replicate,time_ns,metric_value,metric
V106A+F227L,1,0.0,4.979525566101074,SER105-DOR
V106A+F227L,1,0.183476,4.610577510278034,SER105-DOR
V106A+F227L,1,0.199175,4.5790087191098925,SER105-DOR
V106A+F227L,1,0.200401,4.576543381319452,SER105-DOR
V106A+F227L,1,0.248078,4.48067069793048,SER105-DOR
V106A+F227L,1,0.278552,4.419390278870544,SER105-DOR
V106A+F227L,1,0.366953,4.073686190882149,SER105-DOR
V106A+F227L,1,0.398351,3.9509000577540205,SER105-DOR
V106A+F227L,1,0.400802,3.9413150901670075,SER105-DOR
V106A+F227L,1,0.496156,3.5684203536137393,SER105-DOR
V106A+F227L,1,0.502513,3.543560443801155,SER105-DOR
V106A+F227L,1,0.550429,3.3561784336423113,SER105-DOR
V106A+F227L,1,0.557103,3.330078852379265,SER105-DOR
V106A+F227L,1,0.558659,3.337031219339895,SER105-DOR
V106A+F227L,1,0.597526,3.5107063551356315,SER105-DOR
V106A+F227L,1,0.601202,3.5271323668984413,SER105-DOR
V106A+F227L,1,0.733905,4.120108710467577,SER105-DOR
V106A+F227L,1,0.744234,4.1662633011906625,SER105-DOR
V106A+F227L,1,0.796702,4.400713786819363,SER105-DOR
V106A+F227L,1,0.801603,4.422613646354055,SER105-DOR
V106A+F227L,1,0.835655,4.5747703307605745,SER105-DOR
V106A+F227L,1,0.917382,4.357552039994659,SER105-DOR
V106A+F227L,1,0.992312,4.158399170966186,SER105-DOR
V106A+F227L,1,0.995877,4.148923927697983,SER105-DOR
V106A+F227L,1,1.002004,4.132639266967469,SER105-DOR
V106A+F227L,1,1.005025,4.124609895322799,SER105-DOR
V106A+F227L,1,1.100858,3.8698999407304386,SER105-DOR
V106A+F227L,1,1.114206,3.834422928908844,SER105-DOR
V106A+F227L,1,1.117318,3.8409677456183053,SER105-DOR
V106A+F227L,1,1.195053,4.00446670130721,SER105-DOR
V106A+F227L,1,1.202405,4.019930061726904,SER105-DOR
V106A+F227L,1,1.24039,4.099823389466572,SER105-DOR
V106A+F227L,1,1.284334,4.192250199896794,SER105-DOR
V106A+F227L,1,1.392758,4.420295155824638,SER105-DOR
V106A+F227L,1,1.394228,4.415812286066866,SER105-DOR
V106A+F227L,1,1.402806,4.389653063766074,SER105-DOR
V106A+F227L,1,1.467811,4.191415683763397,SER105-DOR
V106A+F227L,1,1.488468,4.128420690167284,SER105-DOR
V106A+F227L,1,1.507538,4.070265366166806,SER105-DOR
V106A+F227L,1,1.593404,3.808410880030203,SER105-DOR
V106A+F227L,1,1.603206,3.7785189825025327,SER105-DOR
V106A+F227L,1,1.651287,3.6318925465682392,SER105-DOR
V106A+F227L,1,1.671309,3.570834030724633,SER105-DOR
V106A+F227L,1,1.675978,3.5900178149370046,SER105-DOR
V106A+F227L,1,1.736546,3.838894828677601,SER105-DOR
V106A+F227L,1,1.792579,4.069137295176856,SER105-DOR
V106A+F227L,1,1.803607,4.114451911930444,SER105-DOR
V106A+F227L,1,1.834763,4.242473511456629,SER105-DOR
V106A+F227L,1,1.949861,4.715415361800795,SER105-DOR
V106A+F227L,1,1.984624,4.640688511983796,SER105-DOR
V106A+F227L,1,1.991755,4.625359651815081,SER105-DOR
V106A+F227L,1,2.004008,4.59902049550499,SER105-DOR
V106A+F227L,1,2.01005,4.586032559291363,SER105-DOR
V106A+F227L,1,2.01824,4.568427263430786,SER105-DOR
V106A+F227L,1,2.19093,4.197211324216748,SER105-DOR
V106A+F227L,1,2.201716,4.1740256439783865,SER105-DOR
V106A+F227L,1,2.204409,4.168236747549505,SER105-DOR
V106A+F227L,1,2.228412,4.1166396881427385,SER105-DOR
V106A+F227L,1,2.232702,4.114943022549172,SER105-DOR
V106A+F227L,1,2.234637,4.114177946081753,SER105-DOR
V106A+F227L,1,2.385192,4.054650252256317,SER105-DOR
V106A+F227L,1,2.390106,4.052707313878593,SER105-DOR
V106A+F227L,1,2.40481,4.046893523502923,SER105-DOR
V106A+F227L,1,2.48078,4.01685587015419,SER105-DOR
V106A+F227L,1,2.506964,4.006502836008806,SER105-DOR
V106A+F227L,1,2.512563,3.999384255495575,SER105-DOR
V106A+F227L,1,2.568669,3.9280509677164392,SER105-DOR
V106A+F227L,1,2.589281,3.901844827059405,SER105-DOR
V106A+F227L,1,2.60521,3.8815926625665904,SER105-DOR
V106A+F227L,1,2.728858,3.724386332275453,SER105-DOR
V106A+F227L,1,2.752145,3.694779190926707,SER105-DOR
V106A+F227L,1,2.785515,3.6523525019239305,SER105-DOR
V106A+F227L,1,2.788457,3.656332637363737,SER105-DOR
V106A+F227L,1,2.793296,3.662880544810905,SER105-DOR
V106A+F227L,1,2.805611,3.6795446242099303,SER105-DOR
V106A+F227L,1,2.935621,3.855468047893836,SER105-DOR
V106A+F227L,1,2.976936,3.9113735647733114,SER105-DOR
V106A+F227L,1,2.987632,3.925846889438515,SER105-DOR
V106A+F227L,1,3.006012,3.9507178418830207,SER105-DOR
V106A+F227L,1,3.015075,3.962981467672169,SER105-DOR
V106A+F227L,1,3.064067,4.029274647319865,SER105-DOR
V106A+F227L,1,3.119097,3.919995099582505,SER105-DOR
V106A+F227L,1,3.186808,3.785533397659111,SER105-DOR
V106A+F227L,1,3.206413,3.7466014417552236,SER105-DOR
V106A+F227L,1,3.225014,3.7096632468167785,SER105-DOR
V106A+F227L,1,3.302574,3.555643226418639,SER105-DOR
V106A+F227L,1,3.342618,3.4761231426535133,SER105-DOR
V106A+F227L,1,3.351955,3.5130502413048967,SER105-DOR
