mutation,replicate,time_ns,metric_value,metric
V106A,1,0.0,3.269078493118286,SER105-DOR
V106A,1,0.200401,3.5239890487405803,SER105-DOR
V106A,1,0.278552,3.6233973093402674,SER105-DOR
V106A,1,0.400802,3.778899604362874,SER105-DOR
V106A,1,0.557103,3.977714853559835,SER105-DOR
V106A,1,0.558659,3.9796940893148878,SER105-DOR
V106A,1,0.601202,3.980562965330787,SER105-DOR
V106A,1,0.801603,3.984654566175978,SER105-DOR
V106A,1,0.835655,3.985349808175671,SER105-DOR
V106A,1,1.002004,3.9887461670211697,SER105-DOR
V106A,1,1.114206,3.9910370028854225,SER105-DOR
V106A,1,1.117318,3.991100540801053,SER105-DOR
V106A,1,1.202405,3.9147336503905894,SER105-DOR
V106A,1,1.392758,3.7438880120375777,SER105-DOR
V106A,1,1.402806,3.7348697303494975,SER105-DOR
V106A,1,1.603206,3.5550067078284786,SER105-DOR
V106A,1,1.671309,3.4938828983337236,SER105-DOR
V106A,1,1.675978,3.4896926272749615,SER105-DOR
V106A,1,1.803607,3.46732114869576,SER105-DOR
V106A,1,1.949861,3.4416849827137135,SER105-DOR
V106A,1,2.004008,3.4321938133820726,SER105-DOR
V106A,1,2.204409,3.397066478068385,SER105-DOR
V106A,1,2.228412,3.392859106700306,SER105-DOR
V106A,1,2.234637,3.391768092970038,SER105-DOR
V106A,1,2.40481,3.5431482715029716,SER105-DOR
V106A,1,2.506964,3.6340210348546984,SER105-DOR
V106A,1,2.60521,3.7214173728175166,SER105-DOR
V106A,1,2.785515,3.8818106378500463,SER105-DOR
V106A,1,2.793296,3.888732353804779,SER105-DOR
V106A,1,2.805611,3.896847213303189,SER105-DOR
V106A,1,3.006012,4.028899330813084,SER105-DOR
V106A,1,3.064067,4.067154058494268,SER105-DOR
V106A,1,3.206413,4.160951448322979,SER105-DOR
V106A,1,3.342618,4.250702291210165,SER105-DOR
V106A,1,3.351955,4.25685480851891,SER105-DOR
V106A,1,3.406814,4.156304061328706,SER105-DOR
V106A,1,3.607214,3.788989251115617,SER105-DOR
V106A,1,3.62117,3.7634091837935912,SER105-DOR
V106A,1,3.807615,3.421672607994293,SER105-DOR
V106A,1,3.899721,3.252850762138571,SER105-DOR
V106A,1,3.910615,3.232884388674498,SER105-DOR
V106A,1,4.008016,3.326923114841461,SER105-DOR
V106A,1,4.178273,3.491302858386278,SER105-DOR
V106A,1,4.208417,3.52040629019475,SER105-DOR
V106A,1,4.408818,3.713889465548039,SER105-DOR
V106A,1,4.456825,3.760239268189669,SER105-DOR
V106A,1,4.469274,3.772258550039855,SER105-DOR
V106A,1,4.609218,3.9183827331701573,SER105-DOR
V106A,1,4.735376,4.05011210131279,SER105-DOR
V106A,1,4.809619,4.127633808053651,SER105-DOR
V106A,1,5.01002,4.336884882937146,SER105-DOR
