mutation,replicate,time_ns,metric,metric_value
WT,1,7.81563126252505,LYS102-DOR,4.0427781404303476
WT,1,8.016032064128257,LYS102-DOR,4.652138418769307
WT,1,8.216432865731463,LYS102-DOR,4.892163723235481
WT,1,8.41683366733467,LYS102-DOR,4.212101692680674
WT,1,8.617234468937877,LYS102-DOR,4.085722431500172
WT,1,8.817635270541082,LYS102-DOR,4.670569960743174
WT,1,9.01803607214429,LYS102-DOR,4.664675254653542
WT,1,9.218436873747494,LYS102-DOR,4.318147707408333
WT,1,9.418837675350701,LYS102-DOR,4.6098427779850235
WT,1,9.619238476953909,LYS102-DOR,4.020192858408329
WT,1,9.819639278557114,LYS102-DOR,4.553220102232226
WT,1,10.02004008016032,LYS102-DOR,4.182749339607429
WT,1,10.220440881763528,LYS102-DOR,5.245865384829967
WT,1,10.420841683366733,LYS102-DOR,5.311072497595863
WT,1,10.62124248496994,LYS102-DOR,5.163312125772455
WT,1,10.821643286573147,LYS102-DOR,4.562067099043859
WT,1,11.022044088176353,LYS102-DOR,4.734826408818742
WT,1,11.22244488977956,LYS102-DOR,5.427781177588507
WT,1,11.422845691382767,LYS102-DOR,4.433131036723691
WT,1,11.623246492985972,LYS102-DOR,5.376672495358502
WT,1,11.823647294589179,LYS102-DOR,5.62011925136874
WT,1,12.024048096192384,LYS102-DOR,4.963073120140869
WT,1,12.224448897795591,LYS102-DOR,5.4631409083944975
WT,1,12.424849699398798,LYS102-DOR,4.992968837016658
WT,1,12.625250501002004,LYS102-DOR,4.970552014712287
WT,1,12.82565130260521,LYS102-DOR,5.278358565356381
WT,1,13.026052104208418,LYS102-DOR,4.609294255459326
WT,1,13.226452905811623,LYS102-DOR,5.041706252347143
WT,1,13.42685370741483,LYS102-DOR,5.201040141278045
WT,1,13.627254509018037,LYS102-DOR,5.012440624422697
WT,1,13.827655310621243,LYS102-DOR,3.901396706750873
WT,1,14.02805611222445,LYS102-DOR,4.491964362461519
WT,1,14.228456913827655,LYS102-DOR,4.448259848858025
WT,1,14.428857715430862,LYS102-DOR,4.9889129090878965
WT,1,14.629258517034069,LYS102-DOR,5.3658059496967345
WT,1,14.829659318637274,LYS102-DOR,5.000304982481779
WT,1,15.030060120240481,LYS102-DOR,4.647488680557906
WT,1,15.230460921843688,LYS102-DOR,4.883183387096685
WT,1,15.430861723446894,LYS102-DOR,4.496083135864433
WT,1,15.6312625250501,LYS102-DOR,4.4222324806506075
WT,1,15.831663326653308,LYS102-DOR,5.566438089189715
WT,1,16.032064128256515,LYS102-DOR,4.529246202418701
WT,1,16.23246492985972,LYS102-DOR,4.1581424559231355
WT,1,16.432865731462925,LYS102-DOR,4.272826333585492
WT,1,16.633266533066134,LYS102-DOR,5.115799875143037
WT,1,16.83366733466934,LYS102-DOR,5.278350740725473
WT,1,17.034068136272545,LYS102-DOR,4.72579786427174
WT,1,17.234468937875754,LYS102-DOR,4.699580149172251
WT,1,17.43486973947896,LYS102-DOR,5.0931667282411155
WT,1,17.635270541082164,LYS102-DOR,5.2216892545432865
WT,1,17.835671342685373,LYS102-DOR,4.459213268170677
WT,1,18.03607214428858,LYS102-DOR,4.74662915089747
WT,1,18.236472945891784,LYS102-DOR,5.0568864643035
WT,1,18.43687374749499,LYS102-DOR,5.253171063617925
WT,1,18.637274549098198,LYS102-DOR,4.90994964074815
WT,1,18.837675350701403,LYS102-DOR,5.161661780496429
WT,1,19.03807615230461,LYS102-DOR,5.31508262636446
WT,1,19.238476953907817,LYS102-DOR,5.022101965857937
WT,1,19.438877755511022,LYS102-DOR,5.135236130047995
WT,1,19.639278557114228,LYS102-DOR,4.7798389628495555
WT,1,19.839679358717436,LYS102-DOR,5.867020602517032
WT,1,20.04008016032064,LYS102-DOR,5.550170787799348
WT,1,20.240480961923847,LYS102-DOR,5.581373785685785
WT,1,20.440881763527056,LYS102-DOR,5.1287175267530625
WT,1,20.64128256513026,LYS102-DOR,4.693331722896591
WT,1,20.841683366733466,LYS102-DOR,4.778401971385328
WT,1,21.042084168336675,LYS102-DOR,5.477947459264936
WT,1,21.24248496993988,LYS102-DOR,4.988221210990413
WT,1,21.442885771543086,LYS102-DOR,5.13904209994608
WT,1,21.643286573146295,LYS102-DOR,4.983969663035926
WT,1,21.8436873747495,LYS102-DOR,4.6454582280470715
WT,1,22.044088176352705,LYS102-DOR,4.680023709493633
WT,1,22.244488977955914,LYS102-DOR,5.0101150663657705
WT,1,22.44488977955912,LYS102-DOR,4.949427016673703
WT,1,22.645290581162325,LYS102-DOR,4.454593588934594
WT,1,22.845691382765533,LYS102-DOR,5.193566429051065
WT,1,23.04609218436874,LYS102-DOR,4.598755227277769
WT,1,23.246492985971944,LYS102-DOR,4.897180275946471
WT,1,23.44689378757515,LYS102-DOR,4.669632047606811
WT,1,23.647294589178358,LYS102-DOR,5.3281297870243325
WT,1,23.847695390781563,LYS102-DOR,4.438633117134804
WT,1,24.04809619238477,LYS102-DOR,4.792711764887267
WT,1,24.248496993987978,LYS102-DOR,5.079137157437882
WT,1,24.448897795591183,LYS102-DOR,4.95709490244333
WT,1,24.649298597194388,LYS102-DOR,5.4238048748241985
WT,1,24.849699398797597,LYS102-DOR,5.010808318153664
WT,1,25.050100200400802,LYS102-DOR,4.518994250750474
WT,1,25.250501002004007,LYS102-DOR,5.39505633558718
WT,1,25.450901803607216,LYS102-DOR,4.683758365318586
WT,1,25.65130260521042,LYS102-DOR,5.213520723800728
WT,1,25.851703406813627,LYS102-DOR,4.511365719432256
WT,1,26.052104208416836,LYS102-DOR,5.18761101663417
WT,1,26.25250501002004,LYS102-DOR,4.605121966267904
WT,1,26.452905811623246,LYS102-DOR,5.10155770052861
WT,1,26.653306613226455,LYS102-DOR,4.896174526431574
WT,1,26.85370741482966,LYS102-DOR,4.803776648998679
WT,1,27.054108216432866,LYS102-DOR,4.743283874487031
WT,1,27.254509018036075,LYS102-DOR,4.895471642162906
WT,1,27.45490981963928,LYS102-DOR,4.589023276846282
WT,1,27.655310621242485,LYS102-DOR,4.767791528991301
WT,1,27.855711422845694,LYS102-DOR,5.111457790883909
WT,1,28.0561122244489,LYS102-DOR,4.566642147107928
WT,1,28.256513026052104,LYS102-DOR,4.6568418227847115
WT,1,28.45691382765531,LYS102-DOR,5.231464922070494
WT,1,28.65731462925852,LYS102-DOR,5.023164857823839
WT,1,28.857715430861724,LYS102-DOR,4.71101878340207
WT,1,29.05811623246493,LYS102-DOR,4.7760791924399095
WT,1,29.258517034068138,LYS102-DOR,4.996400885620767
WT,1,29.458917835671343,LYS102-DOR,5.157668026731917
WT,1,29.65931863727455,LYS102-DOR,4.834793810163573
WT,1,29.859719438877757,LYS102-DOR,4.500985025054943
WT,1,30.060120240480963,LYS102-DOR,5.098615801449365
WT,1,30.260521042084168,LYS102-DOR,4.846672783567279
WT,1,30.460921843687377,LYS102-DOR,4.3354782147011806
WT,1,30.661322645290582,LYS102-DOR,4.738654515492695
WT,1,30.861723446893787,LYS102-DOR,4.440403897427146
WT,1,31.062124248496996,LYS102-DOR,5.050926561881479
WT,1,31.2625250501002,LYS102-DOR,5.473515870143272
WT,1,31.462925851703407,LYS102-DOR,5.527407644425291
WT,1,31.663326653306616,LYS102-DOR,4.688242245587391
WT,1,31.86372745490982,LYS102-DOR,4.046205112231987
WT,1,32.06412825651303,LYS102-DOR,4.514892508811754
WT,1,32.26452905811623,LYS102-DOR,5.102691975141535
WT,1,32.46492985971944,LYS102-DOR,4.935290800625406
WT,1,32.66533066132265,LYS102-DOR,4.524830673236135
WT,1,32.86573146292585,LYS102-DOR,3.9502215161685483
WT,1,33.06613226452906,LYS102-DOR,4.7303229127848025
WT,1,33.26653306613227,LYS102-DOR,4.333956881071433
WT,1,33.46693386773547,LYS102-DOR,4.708182195683041
WT,1,33.66733466933868,LYS102-DOR,4.335906198667689
WT,1,33.86773547094189,LYS102-DOR,4.766647336989812
WT,1,34.06813627254509,LYS102-DOR,5.177877925635628
WT,1,34.2685370741483,LYS102-DOR,4.6703731554351124
WT,1,34.46893787575151,LYS102-DOR,5.310217488801436
WT,1,34.66933867735471,LYS102-DOR,5.39336274021749
WT,1,34.86973947895792,LYS102-DOR,4.141303256560691
WT,1,35.07014028056113,LYS102-DOR,5.129771191048616
WT,1,35.27054108216433,LYS102-DOR,4.919357011754232
WT,1,35.47094188376754,LYS102-DOR,4.95927953857255
WT,1,35.671342685370746,LYS102-DOR,4.748634060791254
WT,1,35.87174348697395,LYS102-DOR,5.4259108573822905
WT,1,36.07214428857716,LYS102-DOR,5.036898787466289
WT,1,36.27254509018036,LYS102-DOR,5.043501533379922
WT,1,36.47294589178357,LYS102-DOR,4.966727612874938
WT,1,36.673346693386776,LYS102-DOR,4.563540598334592
WT,1,36.87374749498998,LYS102-DOR,5.125715292801648
WT,1,37.07414829659319,LYS102-DOR,4.990165618851374
WT,1,37.274549098196395,LYS102-DOR,4.515720657386384
WT,1,37.4749498997996,LYS102-DOR,4.537848964797049
WT,1,37.675350701402806,LYS102-DOR,4.907829543072395
WT,1,37.875751503006015,LYS102-DOR,4.6100682545674765
WT,1,38.07615230460922,LYS102-DOR,4.196677888999603
WT,1,38.276553106212425,LYS102-DOR,4.585900662149802
WT,1,38.476953907815634,LYS102-DOR,4.728111125435737
WT,1,38.677354709418836,LYS102-DOR,4.743118752564744
WT,1,38.877755511022045,LYS102-DOR,4.638111760765012
WT,1,39.078156312625254,LYS102-DOR,5.18914362174482
WT,1,39.278557114228455,LYS102-DOR,5.109099059321928
WT,1,39.478957915831664,LYS102-DOR,4.401212041611933
WT,1,39.67935871743487,LYS102-DOR,5.0383129557724535
WT,1,39.879759519038075,LYS102-DOR,5.063212108671386
WT,1,40.08016032064128,LYS102-DOR,5.787603677589653
WT,1,40.28056112224449,LYS102-DOR,5.073473334677683
WT,1,40.480961923847694,LYS102-DOR,4.91624552806832
WT,1,40.6813627254509,LYS102-DOR,5.246665825246084
WT,1,40.88176352705411,LYS102-DOR,4.762427560453309
WT,1,41.08216432865731,LYS102-DOR,4.949429695362943
WT,1,41.28256513026052,LYS102-DOR,5.08913318468104
WT,1,41.48296593186373,LYS102-DOR,4.9266637949582375
WT,1,41.68336673346693,LYS102-DOR,4.288972393986027
WT,1,41.88376753507014,LYS102-DOR,5.648183483834046
WT,1,42.08416833667335,LYS102-DOR,4.366313254960052
WT,1,42.28456913827655,LYS102-DOR,4.230599020199289
WT,1,42.48496993987976,LYS102-DOR,4.944306850500026
WT,1,42.68537074148297,LYS102-DOR,4.641952378083285
WT,1,42.88577154308617,LYS102-DOR,5.17511143740496
WT,1,43.08617234468938,LYS102-DOR,4.579933551085824
WT,1,43.28657314629259,LYS102-DOR,5.263634250112517
WT,1,43.48697394789579,LYS102-DOR,5.040547236873132
WT,1,43.687374749499,LYS102-DOR,4.854939433514569
WT,1,43.88777555110221,LYS102-DOR,4.813476057008766
WT,1,44.08817635270541,LYS102-DOR,4.965567892587465
WT,1,44.28857715430862,LYS102-DOR,4.536351205523561
WT,1,44.48897795591183,LYS102-DOR,5.124156164743628
WT,1,44.68937875751503,LYS102-DOR,5.362243111025621
WT,1,44.88977955911824,LYS102-DOR,4.888099895486916
WT,1,45.09018036072145,LYS102-DOR,4.874171922984836
WT,1,45.29058116232465,LYS102-DOR,4.935705733652141
WT,1,45.49098196392786,LYS102-DOR,4.687829509168246
WT,1,45.69138276553107,LYS102-DOR,4.222838714133734
WT,1,45.89178356713427,LYS102-DOR,4.58635743883186
WT,1,46.09218436873748,LYS102-DOR,4.247798781684245
WT,1,46.29258517034068,LYS102-DOR,4.538668230560653
WT,1,46.49298597194389,LYS102-DOR,4.9296383369823005
WT,1,46.6933867735471,LYS102-DOR,5.151882771137254
WT,1,46.8937875751503,LYS102-DOR,4.515222345105259
WT,1,47.09418837675351,LYS102-DOR,4.820408667844068
WT,1,47.294589178356716,LYS102-DOR,4.845650728147064
WT,1,47.49498997995992,LYS102-DOR,4.714671029422938
WT,1,47.69539078156313,LYS102-DOR,4.358232240284109
WT,1,47.895791583166336,LYS102-DOR,4.93764643312661
WT,1,48.09619238476954,LYS102-DOR,4.505234159748245
WT,1,48.296593186372746,LYS102-DOR,4.646119320213607
WT,1,48.496993987975955,LYS102-DOR,4.808219550286554
WT,1,48.69739478957916,LYS102-DOR,4.646859014894248
WT,1,48.897795591182366,LYS102-DOR,5.038718393097635
WT,1,49.098196392785574,LYS102-DOR,5.450136229449349
WT,1,49.298597194388776,LYS102-DOR,5.348836399317626
WT,1,49.498997995991985,LYS102-DOR,5.3942946864750345
WT,1,49.699398797595194,LYS102-DOR,4.829414944765846
WT,1,49.899799599198396,LYS102-DOR,5.243380466770591
WT,1,50.100200400801604,LYS102-DOR,5.06362156453636
WT,1,50.30060120240481,LYS102-DOR,4.83147535484388
WT,1,50.501002004008015,LYS102-DOR,5.119230925246754
WT,1,50.701402805611224,LYS102-DOR,4.5555495583305365
WT,1,50.90180360721443,LYS102-DOR,4.804412215482001
WT,1,51.102204408817634,LYS102-DOR,5.140454050821419
WT,1,51.30260521042084,LYS102-DOR,4.508694324212281
WT,1,51.50300601202405,LYS102-DOR,4.5430776426000525
WT,1,51.703406813627254,LYS102-DOR,5.216275626538027
WT,1,51.90380761523046,LYS102-DOR,5.2241264095048425
WT,1,52.10420841683367,LYS102-DOR,4.847929431958892
WT,1,52.30460921843687,LYS102-DOR,4.575148769077115
WT,1,52.50501002004008,LYS102-DOR,4.451711126597273
WT,1,52.70541082164329,LYS102-DOR,4.833776683024215
WT,1,52.90581162324649,LYS102-DOR,5.002455346664887
WT,1,53.1062124248497,LYS102-DOR,4.911083201262552
WT,1,53.30661322645291,LYS102-DOR,4.639456515407685
WT,1,53.50701402805611,LYS102-DOR,4.7175470571894405
WT,1,53.70741482965932,LYS102-DOR,4.4519023500897825
WT,1,53.90781563126253,LYS102-DOR,4.911749012225066
WT,1,54.10821643286573,LYS102-DOR,5.385439775893582
WT,1,54.30861723446894,LYS102-DOR,4.695829511670673
WT,1,54.50901803607215,LYS102-DOR,4.873886274363146
WT,1,54.70941883767535,LYS102-DOR,4.780533839745767
WT,1,54.90981963927856,LYS102-DOR,4.941274009383967
WT,1,55.11022044088177,LYS102-DOR,4.488941886735956
WT,1,55.31062124248497,LYS102-DOR,4.969800818906011
WT,1,55.51102204408818,LYS102-DOR,4.934099257793286
WT,1,55.71142284569139,LYS102-DOR,5.231712817881815
WT,1,55.91182364729459,LYS102-DOR,4.854356193196063
WT,1,56.1122244488978,LYS102-DOR,4.9489220119297554
WT,1,56.31262525050101,LYS102-DOR,4.619613616174712
WT,1,56.51302605210421,LYS102-DOR,4.9983689230358
WT,1,56.71342685370742,LYS102-DOR,4.682638528966467
WT,1,56.91382765531062,LYS102-DOR,4.432177789563246
WT,1,57.11422845691383,LYS102-DOR,4.8002756646294715
WT,1,57.31462925851704,LYS102-DOR,4.839746171753314
WT,1,57.51503006012024,LYS102-DOR,5.375525309164661
WT,1,57.71543086172345,LYS102-DOR,4.785688795437762
WT,1,57.91583166332666,LYS102-DOR,5.3380633083742755
WT,1,58.11623246492986,LYS102-DOR,4.428490709316558
WT,1,58.31663326653307,LYS102-DOR,4.842408414024922
WT,1,58.517034068136276,LYS102-DOR,5.019141139424081
WT,1,58.71743486973948,LYS102-DOR,4.848177254818554
WT,1,58.91783567134269,LYS102-DOR,5.3011591029250305
WT,1,59.118236472945895,LYS102-DOR,4.5914560700328515
WT,1,59.3186372745491,LYS102-DOR,4.900670094285127
WT,1,59.519038076152306,LYS102-DOR,5.075467012008603
WT,1,59.719438877755515,LYS102-DOR,4.9155938100418295
WT,1,59.91983967935872,LYS102-DOR,5.2344925826473
WT,1,60.120240480961925,LYS102-DOR,4.565495471855334
WT,1,60.320641282565134,LYS102-DOR,4.814466958217314
WT,1,60.521042084168336,LYS102-DOR,5.268162002625615
WT,1,60.721442885771545,LYS102-DOR,5.067621694476056
WT,1,60.92184368737475,LYS102-DOR,4.748069796477343
WT,1,61.122244488977955,LYS102-DOR,5.155781129868776
WT,1,61.322645290581164,LYS102-DOR,4.853537851701056
WT,1,61.52304609218437,LYS102-DOR,4.271150779584799
WT,1,61.723446893787575,LYS102-DOR,4.43830094836988
WT,1,61.92384769539078,LYS102-DOR,4.467450515582505
WT,1,62.12424849699399,LYS102-DOR,4.763573819409652
WT,1,62.324649298597194,LYS102-DOR,4.497769143949251
WT,1,62.5250501002004,LYS102-DOR,4.687705454258961
WT,1,62.72545090180361,LYS102-DOR,4.51946624527644
WT,1,62.92585170340681,LYS102-DOR,4.15029629845186
WT,1,63.12625250501002,LYS102-DOR,4.5098383613075494
WT,1,63.32665330661323,LYS102-DOR,5.193448081363515
WT,1,63.52705410821643,LYS102-DOR,5.068926530926111
WT,1,63.72745490981964,LYS102-DOR,5.035689023710522
WT,1,63.92785571142285,LYS102-DOR,5.238320419218039
WT,1,64.12825651302606,LYS102-DOR,4.851067895894257
WT,1,64.32865731462925,LYS102-DOR,4.7976403554345985
WT,1,64.52905811623246,LYS102-DOR,4.745948694681492
WT,1,64.72945891783567,LYS102-DOR,5.207454558911879
WT,1,64.92985971943888,LYS102-DOR,4.886328693795188
WT,1,65.13026052104209,LYS102-DOR,4.388712956512666
WT,1,65.3306613226453,LYS102-DOR,4.856395671034827
WT,1,65.53106212424849,LYS102-DOR,5.085213775145176
WT,1,65.7314629258517,LYS102-DOR,5.591462860936481
WT,1,65.93186372745491,LYS102-DOR,5.036491583243523
WT,1,66.13226452905812,LYS102-DOR,5.623140385264118
WT,1,66.33266533066133,LYS102-DOR,4.844888943171885
WT,1,66.53306613226454,LYS102-DOR,5.356769567628951
WT,1,66.73346693386773,LYS102-DOR,5.436911834100528
WT,1,66.93386773547094,LYS102-DOR,5.188546322743691
WT,1,67.13426853707415,LYS102-DOR,5.0616990914581566
WT,1,67.33466933867736,LYS102-DOR,4.899694621231703
WT,1,67.53507014028057,LYS102-DOR,5.150215170661704
WT,1,67.73547094188378,LYS102-DOR,5.124010505872869
WT,1,67.93587174348697,LYS102-DOR,5.343897699372207
WT,1,68.13627254509018,LYS102-DOR,5.13172853396173
WT,1,68.33667334669339,LYS102-DOR,4.639236992367077
WT,1,68.5370741482966,LYS102-DOR,4.758098117349435
WT,1,68.7374749498998,LYS102-DOR,4.979207889872626
WT,1,68.93787575150301,LYS102-DOR,4.649157058660299
WT,1,69.13827655310621,LYS102-DOR,5.1526278270559684
WT,1,69.33867735470942,LYS102-DOR,5.170618881664923
WT,1,69.53907815631263,LYS102-DOR,5.191361640795458
WT,1,69.73947895791584,LYS102-DOR,5.702606071271609
WT,1,69.93987975951904,LYS102-DOR,5.025012274742825
WT,1,70.14028056112225,LYS102-DOR,5.175805870034164
WT,1,70.34068136272545,LYS102-DOR,4.613971311370342
WT,1,70.54108216432866,LYS102-DOR,4.148313953652286
WT,1,70.74148296593187,LYS102-DOR,4.863418428723915
WT,1,70.94188376753507,LYS102-DOR,4.920056882674356
WT,1,71.14228456913828,LYS102-DOR,4.890803753702601
WT,1,71.34268537074149,LYS102-DOR,5.552014318495738
WT,1,71.54308617234469,LYS102-DOR,4.841232250257973
WT,1,71.7434869739479,LYS102-DOR,4.935468866738193
WT,1,71.9438877755511,LYS102-DOR,4.774572006336679
WT,1,72.14428857715431,LYS102-DOR,5.041619186935765
WT,1,72.34468937875752,LYS102-DOR,5.189359003951774
WT,1,72.54509018036072,LYS102-DOR,4.827993756328886
WT,1,72.74549098196393,LYS102-DOR,4.804732440990423
WT,1,72.94589178356713,LYS102-DOR,4.463872777694198
WT,1,73.14629258517034,LYS102-DOR,4.669753516104354
WT,1,73.34669338677355,LYS102-DOR,5.049980745535832
WT,1,73.54709418837676,LYS102-DOR,4.956864828794822
WT,1,73.74749498997996,LYS102-DOR,4.117472026946661
WT,1,73.94789579158316,LYS102-DOR,4.715486058501641
WT,1,74.14829659318637,LYS102-DOR,4.216754129493523
WT,1,74.34869739478958,LYS102-DOR,5.072966410760928
WT,1,74.54909819639279,LYS102-DOR,4.706865553298827
WT,1,74.749498997996,LYS102-DOR,5.034693643383326
WT,1,74.9498997995992,LYS102-DOR,5.176919062149689
WT,1,75.1503006012024,LYS102-DOR,4.68936946170665
WT,1,75.35070140280561,LYS102-DOR,4.558790806607472
WT,1,75.55110220440882,LYS102-DOR,5.096545535583295
WT,1,75.75150300601203,LYS102-DOR,5.344437553503682
WT,1,75.95190380761524,LYS102-DOR,4.9240529097817225
WT,1,76.15230460921843,LYS102-DOR,5.015805562473102
WT,1,76.35270541082164,LYS102-DOR,4.850240151763394
WT,1,76.55310621242485,LYS102-DOR,4.967502646129311
WT,1,76.75350701402806,LYS102-DOR,5.46281432774529
WT,1,76.95390781563127,LYS102-DOR,4.637522644901192
WT,1,77.15430861723448,LYS102-DOR,4.540966218694473
WT,1,77.35470941883767,LYS102-DOR,5.4070715425174
WT,1,77.55511022044088,LYS102-DOR,4.29698250831413
WT,1,77.75551102204409,LYS102-DOR,5.010428071413599
WT,1,77.9559118236473,LYS102-DOR,5.053889238843693
WT,1,78.15631262525051,LYS102-DOR,4.849010399361529
WT,1,78.35671342685372,LYS102-DOR,4.988144867423147
WT,1,78.55711422845691,LYS102-DOR,5.082192555703598
WT,1,78.75751503006012,LYS102-DOR,4.913511462833228
WT,1,78.95791583166333,LYS102-DOR,4.864391084368533
WT,1,79.15831663326654,LYS102-DOR,5.1611987382393485
WT,1,79.35871743486975,LYS102-DOR,4.816284884737448
WT,1,79.55911823647295,LYS102-DOR,4.907296582902361
WT,1,79.75951903807615,LYS102-DOR,4.039113867992573
WT,1,79.95991983967936,LYS102-DOR,4.581076467344615
WT,1,80.16032064128257,LYS102-DOR,4.893367691390653
WT,1,80.36072144288578,LYS102-DOR,4.639088084192291
WT,1,80.56112224448898,LYS102-DOR,5.124972253776745
WT,1,80.7615230460922,LYS102-DOR,4.712942530581377
WT,1,80.96192384769539,LYS102-DOR,4.398758317425861
WT,1,81.1623246492986,LYS102-DOR,4.874941959471774
WT,1,81.3627254509018,LYS102-DOR,4.367739060215378
WT,1,81.56312625250501,LYS102-DOR,4.660633549677488
WT,1,81.76352705410822,LYS102-DOR,4.911369321483993
WT,1,81.96392785571143,LYS102-DOR,4.5497530757889315
WT,1,82.16432865731463,LYS102-DOR,4.5500572799806
WT,1,82.36472945891784,LYS102-DOR,4.466575083690585
WT,1,82.56513026052104,LYS102-DOR,4.336054239501372
WT,1,82.76553106212425,LYS102-DOR,5.036504824472604
WT,1,82.96593186372746,LYS102-DOR,4.468701524636835
WT,1,83.16633266533066,LYS102-DOR,4.440304331783769
WT,1,83.36673346693387,LYS102-DOR,4.80250232021194
WT,1,83.56713426853707,LYS102-DOR,4.726766576349153
WT,1,83.76753507014028,LYS102-DOR,4.782994192707291
WT,1,83.96793587174349,LYS102-DOR,4.675776203572414
WT,1,84.1683366733467,LYS102-DOR,5.27029233109246
WT,1,84.3687374749499,LYS102-DOR,4.725122128991381
WT,1,84.5691382765531,LYS102-DOR,4.6473119829953635
WT,1,84.76953907815631,LYS102-DOR,4.607901665115355
WT,1,84.96993987975952,LYS102-DOR,4.8892579118421375
WT,1,85.17034068136273,LYS102-DOR,4.687750849618426
WT,1,85.37074148296594,LYS102-DOR,4.908517626721273
WT,1,85.57114228456913,LYS102-DOR,5.33805871540442
WT,1,85.77154308617234,LYS102-DOR,4.988996740740902
WT,1,85.97194388777555,LYS102-DOR,4.611553004549312
WT,1,86.17234468937876,LYS102-DOR,5.251937438914109
WT,1,86.37274549098197,LYS102-DOR,5.080650853889072
WT,1,86.57314629258518,LYS102-DOR,5.197915815668287
WT,1,86.77354709418837,LYS102-DOR,4.415764960021389
WT,1,86.97394789579158,LYS102-DOR,4.909568376054117
WT,1,87.17434869739479,LYS102-DOR,4.976544088462052
WT,1,87.374749498998,LYS102-DOR,5.007024760966459
WT,1,87.57515030060121,LYS102-DOR,4.508085302301163
WT,1,87.77555110220442,LYS102-DOR,4.702876280614617
WT,1,87.97595190380761,LYS102-DOR,4.980735022344617
WT,1,88.17635270541082,LYS102-DOR,4.360503913415632
WT,1,88.37675350701403,LYS102-DOR,5.055696066352566
WT,1,88.57715430861724,LYS102-DOR,4.7777678213080526
WT,1,88.77755511022045,LYS102-DOR,4.490987622858288
WT,1,88.97795591182366,LYS102-DOR,4.863910867455201
WT,1,89.17835671342685,LYS102-DOR,4.293501121662709
WT,1,89.37875751503006,LYS102-DOR,4.67765283038958
WT,1,89.57915831663327,LYS102-DOR,4.780701007475918
WT,1,89.77955911823648,LYS102-DOR,4.505197983163374
WT,1,89.97995991983969,LYS102-DOR,4.232003384786917
WT,1,90.1803607214429,LYS102-DOR,4.441925830103013
WT,1,90.38076152304609,LYS102-DOR,4.694758518133207
WT,1,90.5811623246493,LYS102-DOR,4.532065136245931
WT,1,90.78156312625251,LYS102-DOR,4.526733501667772
WT,1,90.98196392785572,LYS102-DOR,4.777156213290491
WT,1,91.18236472945893,LYS102-DOR,4.6433751155008816
WT,1,91.38276553106213,LYS102-DOR,4.283654667094175
WT,1,91.58316633266533,LYS102-DOR,4.051407377119957
WT,1,91.78356713426854,LYS102-DOR,4.9083376632240965
WT,1,91.98396793587175,LYS102-DOR,4.515851699858441
WT,1,92.18436873747495,LYS102-DOR,4.6841327389335
WT,1,92.38476953907816,LYS102-DOR,4.600964709691016
