penalty,combo_size,feature_combo,n_features_filtered,cv_folds,low_max_fold,threshold_objective,c_by_fold,threshold_by_fold,c_mean,c_median,threshold_mean,threshold_median,threshold_min,threshold_max,inner_fn_mean,inner_fp_mean,inner_balanced_accuracy_mean,tn,fp,fn,tp,accuracy,balanced_accuracy,macro_f1,macro_precision,macro_recall,roc_auc,average_precision
l1,5,residue_min_distance_PRO225_angstrom_repstd|residue_min_distance_LYS101_angstrom_repstd|ligand_pose_rmsd_angstrom_mean|residue_min_distance_VAL106_angstrom_mean|ligand_palm_distance_angstrom_repstd,13,5,10.0,min_fn_then_max_balanced_accuracy,"[1.0, 1.0, 1.0, 1.0, 10.0]","[0.2663289778617891, 0.34569657083248373, 0.33094150575275594, 0.37455707254363013, 0.1797806581575151]",2.8,1.0,0.2994609570296348,0.33094150575275594,0.1797806581575151,0.37455707254363013,0.0,2.6,0.8214285714285714,9,0,0,10,1.0,1.0,1.0,1.0,1.0,1.0,0.9999999999999999
l1,5,residue_min_distance_LYS101_angstrom_repstd|residue_min_distance_TYR318_angstrom_repstd|ligand_pose_rmsd_angstrom_mean|residue_min_distance_VAL106_angstrom_mean|ligand_palm_distance_angstrom_repstd,13,5,10.0,min_fn_then_max_balanced_accuracy,"[1.0, 10.0, 10.0, 1.0, 1.0]","[0.35871930981814326, 0.7590320802595902, 0.001907625492230558, 0.39022746651079, 0.3628678868198697]",4.6,1.0,0.3745508737801247,0.3628678868198697,0.001907625492230558,0.7590320802595902,0.0,2.4,0.8339285714285716,8,1,0,10,0.9473684210526315,0.9444444444444444,0.9467787114845938,0.9545454545454546,0.9444444444444444,1.0,0.9999999999999999
l1,4,residue_min_distance_LYS101_angstrom_repstd|ligand_pose_rmsd_angstrom_mean|ligand_palm_depth_projection_angstrom_mean|ligand_palm_distance_angstrom_repstd,13,5,10.0,min_fn_then_max_balanced_accuracy,"[1.0, 10.0, 10.0, 10.0, 10.0]","[0.41947325166504634, 0.17239542715788758, 0.5341513554234106, 0.0649536931432021, 0.4890689809059232]",8.2,10.0,0.33600854165909394,0.41947325166504634,0.0649536931432021,0.5341513554234106,0.0,1.6,0.8857142857142858,8,1,0,10,0.9473684210526315,0.9444444444444444,0.9467787114845938,0.9545454545454546,0.9444444444444444,0.9777777777777777,0.9809090909090908
l1,4,residue_min_distance_PRO225_angstrom_repstd|residue_min_distance_LYS101_angstrom_repstd|ligand_pose_rmsd_angstrom_mean|ligand_palm_distance_angstrom_repstd,13,5,10.0,min_fn_then_max_balanced_accuracy,"[1.0, 10.0, 10.0, 10.0, 1.0]","[0.3606002830235603, 0.4331148520552298, 0.015026512993604024, 0.041751937493485936, 0.369310086471751]",6.4,10.0,0.24396073440752622,0.3606002830235603,0.015026512993604024,0.4331148520552298,0.0,3.0,0.7964285714285715,8,1,0,10,0.9473684210526315,0.9444444444444444,0.9467787114845938,0.9545454545454546,0.9444444444444444,0.9666666666666668,0.9769230769230769
l1,4,residue_min_distance_LYS101_angstrom_repstd|ligand_pose_rmsd_angstrom_mean|residue_min_distance_PRO236_angstrom_mean|ligand_palm_distance_angstrom_repstd,13,5,10.0,min_fn_then_max_balanced_accuracy,"[1.0, 1.0, 10.0, 1.0, 1.0]","[0.19499604068730259, 0.29015250175898155, 0.42292525559486893, 0.35084552917177914, 0.3716511243051348]",2.8,1.0,0.3261140903036134,0.35084552917177914,0.19499604068730259,0.42292525559486893,0.0,2.6,0.8178571428571428,8,1,0,10,0.9473684210526315,0.9444444444444444,0.9467787114845938,0.9545454545454546,0.9444444444444444,0.9666666666666668,0.9769230769230769
l2,5,residue_min_distance_LYS101_angstrom_repstd|ligand_pose_rmsd_angstrom_mean|ligand_palm_depth_projection_angstrom_mean|ligand_palm_distance_angstrom_repstd|ligand_entrance_distance_angstrom_mean,13,5,10.0,min_fn_then_max_balanced_accuracy,"[1.0, 1.0, 10.0, 10.0, 1.0]","[0.29922466765849587, 0.47100132539224715, 0.6773855076691015, 0.39116422593324063, 0.34099760045596983]",4.6,1.0,0.435954665421811,0.39116422593324063,0.29922466765849587,0.6773855076691015,0.0,2.0,0.8625,8,1,0,10,0.9473684210526315,0.9444444444444444,0.9467787114845938,0.9545454545454546,0.9444444444444444,0.9666666666666666,0.9697979797979798
l2,5,residue_min_distance_PRO225_angstrom_repstd|residue_min_distance_LYS101_angstrom_repstd|ligand_pose_rmsd_angstrom_mean|residue_min_distance_PRO236_angstrom_mean|ligand_entrance_distance_angstrom_mean,13,5,10.0,min_fn_then_max_balanced_accuracy,"[10.0, 1.0, 10.0, 0.1, 1.0]","[0.25649765478215036, 0.38141666448540346, 0.48926575070796896, 0.46208031279830497, 0.33477610580421124]",4.42,1.0,0.3848072977156078,0.38141666448540346,0.25649765478215036,0.48926575070796896,0.0,3.0,0.7964285714285715,8,1,0,10,0.9473684210526315,0.9444444444444444,0.9467787114845938,0.9545454545454546,0.9444444444444444,0.9111111111111111,0.8813455988455987
l2,5,binding_dg_electrostatic_mean|residue_min_distance_LYS101_angstrom_repstd|residue_min_distance_PRO236_angstrom_mean|residue_min_distance_VAL106_angstrom_mean|ligand_palm_distance_angstrom_repstd,13,5,10.0,min_fn_then_max_balanced_accuracy,"[0.1, 0.1, 0.01, 0.01, 1.0]","[0.40097277535718157, 0.4608809677340068, 0.4965618784697944, 0.4972467485104224, 0.3041049686305115]",0.244,0.1,0.43195346774038335,0.4608809677340068,0.3041049686305115,0.4972467485104224,0.0,2.0,0.8625,8,1,0,10,0.9473684210526315,0.9444444444444444,0.9467787114845938,0.9545454545454546,0.9444444444444444,0.888888888888889,0.9317307692307691
l1,4,residue_min_distance_LYS101_angstrom_repstd|ligand_pose_rmsd_angstrom_mean|ligand_palm_distance_angstrom_repstd|ligand_entrance_distance_angstrom_mean,13,5,10.0,min_fn_then_max_balanced_accuracy,"[1.0, 1.0, 10.0, 1.0, 10.0]","[0.2848006668972365, 0.3936694875612453, 0.02574045626941812, 0.37822062256248234, 0.37133984758423677]",4.6,1.0,0.2907542161749238,0.37133984758423677,0.02574045626941812,0.3936694875612453,0.0,2.4,0.8303571428571429,7,2,0,10,0.8947368421052632,0.8888888888888888,0.8920454545454546,0.9166666666666667,0.8888888888888888,0.9777777777777777,0.9809090909090908
l1,5,residue_min_distance_LYS101_angstrom_repstd|residue_min_distance_TYR318_angstrom_repstd|ligand_pose_rmsd_angstrom_mean|ligand_palm_distance_angstrom_repstd|ligand_entrance_distance_angstrom_mean,13,5,10.0,min_fn_then_max_balanced_accuracy,"[1.0, 1.0, 10.0, 1.0, 10.0]","[0.4168362900132817, 0.28787464536029284, 0.21173092861863196, 0.22796498390509234, 0.15532900659477322]",4.6,1.0,0.2599471708984144,0.22796498390509234,0.15532900659477322,0.4168362900132817,0.0,2.6,0.8178571428571428,7,2,0,10,0.8947368421052632,0.8888888888888888,0.8920454545454546,0.9166666666666667,0.8888888888888888,0.9777777777777777,0.9809090909090908
l2,5,residue_min_distance_LYS101_angstrom_repstd|ligand_pose_rmsd_angstrom_mean|residue_min_distance_VAL106_angstrom_mean|ligand_palm_distance_angstrom_repstd|ligand_entrance_distance_angstrom_mean,13,5,10.0,min_fn_then_max_balanced_accuracy,"[1.0, 0.1, 1.0, 10.0, 10.0]","[0.20108205085231146, 0.47941495053633787, 0.419886367008946, 0.16249251226297068, 0.10997758537747049]",4.42,1.0,0.2745706932076073,0.20108205085231146,0.10997758537747049,0.47941495053633787,0.0,2.6,0.8178571428571428,7,2,0,10,0.8947368421052632,0.8888888888888888,0.8920454545454546,0.9166666666666667,0.8888888888888888,0.9666666666666667,0.9733333333333333
l1,5,residue_min_distance_LYS101_angstrom_repstd|residue_min_distance_TYR318_angstrom_repstd|ligand_pose_rmsd_angstrom_mean|residue_min_distance_PRO236_angstrom_mean|ligand_palm_distance_angstrom_repstd,13,5,10.0,min_fn_then_max_balanced_accuracy,"[10.0, 10.0, 10.0, 1.0, 1.0]","[0.03414052498244313, 0.24790526307065763, 0.005827216946716063, 0.24861482048874506, 0.40486245101006124]",6.4,10.0,0.18827005529972463,0.24790526307065763,0.005827216946716063,0.40486245101006124,0.0,3.4,0.7625,7,2,0,10,0.8947368421052632,0.8888888888888888,0.8920454545454546,0.9166666666666667,0.8888888888888888,0.9222222222222223,0.9464285714285714
l2,5,residue_min_distance_PRO225_angstrom_repstd|residue_min_distance_LYS101_angstrom_repstd|residue_min_distance_TYR318_angstrom_repstd|ligand_pose_rmsd_angstrom_mean|residue_min_distance_PRO236_angstrom_mean,13,5,10.0,min_fn_then_max_balanced_accuracy,"[10.0, 0.1, 1.0, 0.01, 1.0]","[0.4454734050247766, 0.47062640384833265, 0.5212788087584628, 0.4916637721957551, 0.24776457488935433]",2.4219999999999997,1.0,0.43536139294333626,0.47062640384833265,0.24776457488935433,0.5212788087584628,0.0,2.4,0.8357142857142857,7,2,0,10,0.8947368421052632,0.8888888888888888,0.8920454545454546,0.9166666666666667,0.8888888888888888,0.9222222222222223,0.942135642135642
l2,5,residue_min_distance_LYS101_angstrom_repstd|residue_min_distance_TYR318_angstrom_repstd|ligand_pose_rmsd_angstrom_mean|residue_min_distance_VAL106_angstrom_mean|ligand_palm_distance_angstrom_repstd,13,5,10.0,min_fn_then_max_balanced_accuracy,"[1.0, 10.0, 0.01, 0.01, 1.0]","[0.364752111634688, 0.6621757871962929, 0.4954029175550133, 0.48525825717245485, 0.39528283660940766]",2.404,1.0,0.4805743820335714,0.48525825717245485,0.364752111634688,0.6621757871962929,0.0,3.4,0.7660714285714286,7,2,0,10,0.8947368421052632,0.8888888888888888,0.8920454545454546,0.9166666666666667,0.8888888888888888,0.9111111111111112,0.9353174603174602
l2,5,residue_min_distance_LYS101_angstrom_repstd|ligand_pose_rmsd_angstrom_mean|residue_min_distance_PRO236_angstrom_mean|ligand_palm_depth_projection_angstrom_mean|ligand_pose_rmsd_angstrom_repstd,13,5,10.0,min_fn_then_max_balanced_accuracy,"[0.01, 0.01, 10.0, 0.01, 0.01]","[0.4942952710263556, 0.49619166328185604, 0.5869928756670999, 0.49192636117603894, 0.4918212608670748]",2.008,0.01,0.5122454864036852,0.4942952710263556,0.4918212608670748,0.5869928756670999,0.0,2.4,0.8375,7,2,0,10,0.8947368421052632,0.8888888888888888,0.8920454545454546,0.9166666666666667,0.8888888888888888,0.8666666666666667,0.8502888777888777
l1,4,residue_min_distance_LYS101_angstrom_repstd|residue_min_distance_TYR318_angstrom_repstd|ligand_pose_rmsd_angstrom_mean|ligand_palm_distance_angstrom_repstd,13,5,10.0,min_fn_then_max_balanced_accuracy,"[1.0, 10.0, 10.0, 1.0, 10.0]","[0.2895944904727057, 0.010061898687478976, 0.0682221590331975, 0.3873953246485554, 0.09935538009269107]",6.4,10.0,0.17092585058692572,0.09935538009269107,0.010061898687478976,0.3873953246485554,0.0,3.0,0.7910714285714285,6,3,0,10,0.8421052631578947,0.8333333333333333,0.8347826086956522,0.8846153846153846,0.8333333333333333,1.0,0.9999999999999999
l1,4,residue_min_distance_LYS101_angstrom_repstd|ligand_pose_rmsd_angstrom_mean|residue_min_distance_VAL106_angstrom_mean|ligand_palm_distance_angstrom_repstd,13,5,10.0,min_fn_then_max_balanced_accuracy,"[10.0, 10.0, 10.0, 1.0, 1.0]","[0.17822860838967935, 0.043291618176431124, 0.3707491323392239, 0.27021595837022616, 0.34817739393937164]",6.4,10.0,0.24213254224298644,0.27021595837022616,0.043291618176431124,0.3707491323392239,0.0,2.2,0.8464285714285715,6,3,0,10,0.8421052631578947,0.8333333333333333,0.8347826086956522,0.8846153846153846,0.8333333333333333,1.0,0.9999999999999999
l1,5,residue_min_distance_LYS101_angstrom_repstd|ligand_pose_rmsd_angstrom_mean|ligand_palm_depth_projection_angstrom_mean|ligand_palm_distance_angstrom_repstd|ligand_pose_rmsd_angstrom_repstd,13,5,10.0,min_fn_then_max_balanced_accuracy,"[1.0, 10.0, 1.0, 1.0, 1.0]","[0.17327628873089018, 0.14907372997918478, 0.3790614263000218, 0.2635909834521084, 0.25191594393818084]",2.8,1.0,0.2433836744800772,0.25191594393818084,0.14907372997918478,0.3790614263000218,0.0,3.6,0.75,6,3,0,10,0.8421052631578947,0.8333333333333333,0.8347826086956522,0.8846153846153846,0.8333333333333333,0.9555555555555555,0.9622222222222222
l1,5,residue_min_distance_LYS101_angstrom_repstd|ligand_pose_rmsd_angstrom_mean|ligand_palm_distance_angstrom_repstd|ligand_pose_rmsd_angstrom_repstd|ligand_entrance_distance_angstrom_mean,13,5,10.0,min_fn_then_max_balanced_accuracy,"[1.0, 1.0, 10.0, 1.0, 1.0]","[0.27361807854753517, 0.3669769716605529, 0.19209857010021103, 0.07739370770383036, 0.3444690338935176]",2.8,1.0,0.2509112723811294,0.27361807854753517,0.07739370770383036,0.3669769716605529,0.0,2.4,0.8321428571428573,6,3,0,10,0.8421052631578947,0.8333333333333333,0.8347826086956522,0.8846153846153846,0.8333333333333333,0.9555555555555555,0.9622222222222222
l2,5,residue_min_distance_LYS101_angstrom_repstd|residue_min_distance_TYR318_angstrom_repstd|ligand_pose_rmsd_angstrom_mean|residue_min_distance_PRO236_angstrom_mean|residue_min_distance_VAL106_angstrom_mean,13,5,10.0,min_fn_then_max_balanced_accuracy,"[10.0, 1.0, 1.0, 1.0, 10.0]","[0.2563272469428467, 0.32056331488427536, 0.3702653268827204, 0.16245616840637078, 0.02904430698346505]",4.6,1.0,0.22773127281993572,0.2563272469428467,0.02904430698346505,0.3702653268827204,0.0,3.4,0.7642857142857142,6,3,0,10,0.8421052631578947,0.8333333333333333,0.8347826086956522,0.8846153846153846,0.8333333333333333,0.9333333333333333,0.9451515151515151
l2,5,residue_min_distance_PRO225_angstrom_repstd|residue_min_distance_LYS101_angstrom_repstd|ligand_pose_rmsd_angstrom_mean|ligand_palm_distance_angstrom_repstd|ligand_entrance_distance_angstrom_mean,13,5,10.0,min_fn_then_max_balanced_accuracy,"[1.0, 10.0, 0.01, 10.0, 1.0]","[0.24734389164773174, 0.5994405294146852, 0.47217640291431784, 0.2834418255139416, 0.41651326684426937]",4.401999999999999,1.0,0.4037831832669892,0.41651326684426937,0.24734389164773174,0.5994405294146852,0.0,2.6,0.8178571428571428,6,3,0,10,0.8421052631578947,0.8333333333333333,0.8347826086956522,0.8846153846153846,0.8333333333333333,0.9222222222222223,0.9290262515262514
l1,5,residue_min_distance_PRO225_angstrom_repstd|residue_min_distance_LYS101_angstrom_repstd|residue_min_distance_TYR318_angstrom_repstd|ligand_pose_rmsd_angstrom_mean|ligand_palm_distance_angstrom_repstd,13,5,10.0,min_fn_then_max_balanced_accuracy,"[1.0, 10.0, 0.01, 1.0, 1.0]","[0.32894162982838193, 0.11474146735674584, 0.5, 0.3960908950879709, 0.3740644582441436]",2.602,1.0,0.34276769010344843,0.3740644582441436,0.11474146735674584,0.5,0.0,3.4,0.7607142857142857,6,3,0,10,0.8421052631578947,0.8333333333333333,0.8347826086956522,0.8846153846153846,0.8333333333333333,0.9111111111111111,0.9007070707070708
l2,5,residue_min_distance_LYS101_angstrom_repstd|residue_min_distance_TYR318_angstrom_repstd|ligand_pose_rmsd_angstrom_mean|residue_min_distance_PRO236_angstrom_mean|ligand_entrance_distance_angstrom_mean,13,5,10.0,min_fn_then_max_balanced_accuracy,"[10.0, 0.01, 1.0, 0.01, 0.1]","[0.4350646025575121, 0.45826741216689726, 0.5201768081068052, 0.49551658317976766, 0.45596393475410946]",2.2239999999999998,0.1,0.47299786815301836,0.45826741216689726,0.4350646025575121,0.5201768081068052,0.0,2.8,0.8053571428571429,6,3,0,10,0.8421052631578947,0.8333333333333333,0.8347826086956522,0.8846153846153846,0.8333333333333333,0.9111111111111111,0.8813455988455987
l1,5,residue_min_distance_LYS101_angstrom_repstd|ligand_pose_rmsd_angstrom_mean|residue_min_distance_PRO236_angstrom_mean|residue_min_distance_VAL106_angstrom_mean|ligand_palm_depth_projection_angstrom_mean,13,5,10.0,min_fn_then_max_balanced_accuracy,"[10.0, 1.0, 10.0, 1.0, 10.0]","[0.03957532368614092, 0.4592125110445274, 0.01880496718033653, 0.16704593432316595, 0.07112765165781065]",6.4,10.0,0.1511532775783963,0.07112765165781065,0.01880496718033653,0.4592125110445274,0.0,3.4,0.7625,6,3,0,10,0.8421052631578947,0.8333333333333333,0.8347826086956522,0.8846153846153846,0.8333333333333333,0.9,0.9086435786435786
l2,4,residue_min_distance_LYS101_angstrom_repstd|ligand_pose_rmsd_angstrom_mean|ligand_palm_depth_projection_angstrom_mean|ligand_pose_rmsd_angstrom_repstd,13,5,10.0,min_fn_then_max_balanced_accuracy,"[0.01, 10.0, 1.0, 10.0, 10.0]","[0.48561862104971965, 0.14103002314704038, 0.3100234146547658, 0.060787422766604204, 0.11272421903960528]",6.202,10.0,0.22203674013154706,0.14103002314704038,0.060787422766604204,0.48561862104971965,0.0,4.4,0.6910714285714286,6,3,0,10,0.8421052631578947,0.8333333333333333,0.8347826086956522,0.8846153846153846,0.8333333333333333,0.8888888888888888,0.9191558441558441
l2,5,residue_min_distance_PRO225_angstrom_repstd|residue_min_distance_LYS101_angstrom_repstd|ligand_pose_rmsd_angstrom_mean|residue_min_distance_VAL106_angstrom_mean|ligand_palm_depth_projection_angstrom_mean,13,5,10.0,min_fn_then_max_balanced_accuracy,"[10.0, 1.0, 10.0, 1.0, 0.01]","[0.3957385139631482, 0.5146264343650673, 0.0005065495934556408, 0.3199471497388524, 0.4847686676503975]",4.402,1.0,0.3431174630621842,0.3957385139631482,0.0005065495934556408,0.5146264343650673,0.0,4.0,0.725,6,3,0,10,0.8421052631578947,0.8333333333333333,0.8347826086956522,0.8846153846153846,0.8333333333333333,0.8777777777777778,0.8752888777888778
l1,4,residue_min_distance_LYS101_angstrom_repstd|ligand_pose_rmsd_angstrom_mean|ligand_palm_depth_projection_angstrom_mean|ligand_pose_rmsd_angstrom_repstd,13,5,10.0,min_fn_then_max_balanced_accuracy,"[10.0, 1.0, 1.0, 1.0, 1.0]","[0.08551592461915392, 0.3543360165340914, 0.35353530784302223, 0.16120227088229266, 0.25960973848096647]",2.8,1.0,0.24283985167190533,0.25960973848096647,0.08551592461915392,0.3543360165340914,0.0,3.4,0.7660714285714285,6,3,0,10,0.8421052631578947,0.8333333333333333,0.8347826086956522,0.8846153846153846,0.8333333333333333,0.8777777777777778,0.8566991341991341
l2,5,residue_min_distance_LYS101_angstrom_repstd|ligand_pose_rmsd_angstrom_mean|residue_min_distance_VAL106_angstrom_mean|ligand_palm_distance_angstrom_repstd|ligand_pose_rmsd_angstrom_repstd,13,5,10.0,min_fn_then_max_balanced_accuracy,"[0.01, 1.0, 0.01, 0.01, 0.1]","[0.4917581353805742, 0.3570041351670822, 0.4924141063905224, 0.4934286881420823, 0.4355212380770096]",0.22600000000000003,0.01,0.45402526063145415,0.4917581353805742,0.3570041351670822,0.4934286881420823,0.0,2.6,0.8196428571428571,6,3,0,10,0.8421052631578947,0.8333333333333333,0.8347826086956522,0.8846153846153846,0.8333333333333333,0.8444444444444444,0.8447546897546897
l2,4,binding_dg_electrostatic_mean|residue_min_distance_PRO236_angstrom_mean|ligand_palm_depth_projection_angstrom_mean|ligand_palm_distance_angstrom_repstd,13,5,10.0,min_fn_then_max_balanced_accuracy,"[10.0, 1.0, 10.0, 0.01, 10.0]","[0.03556404338912944, 0.5046666149999341, 0.36530731503290115, 0.49941532081543716, 0.31038750659863523]",6.202,10.0,0.3430681601672074,0.36530731503290115,0.03556404338912944,0.5046666149999341,0.0,2.6,0.8196428571428571,6,3,0,10,0.8421052631578947,0.8333333333333333,0.8347826086956522,0.8846153846153846,0.8333333333333333,0.8333333333333334,0.8674999999999999
l2,5,binding_dg_electrostatic_mean|residue_min_distance_LYS101_angstrom_repstd|residue_min_distance_PRO236_angstrom_mean|residue_min_distance_VAL106_angstrom_mean|ligand_palm_depth_projection_angstrom_mean,13,5,10.0,min_fn_then_max_balanced_accuracy,"[10.0, 0.01, 0.1, 1.0, 0.01]","[0.2200396945557488, 0.4896143618494402, 0.4639087703612623, 0.2510201767240483, 0.4864623915813031]",2.2239999999999998,0.1,0.3822090790143605,0.4639087703612623,0.2200396945557488,0.4896143618494402,0.0,4.0,0.725,6,3,0,10,0.8421052631578947,0.8333333333333333,0.8347826086956522,0.8846153846153846,0.8333333333333333,0.7666666666666667,0.7632467532467532
l1,5,residue_min_distance_LYS101_angstrom_repstd|ligand_pose_rmsd_angstrom_mean|residue_min_distance_VAL106_angstrom_mean|ligand_palm_depth_projection_angstrom_mean|ligand_palm_distance_angstrom_repstd,13,5,10.0,min_fn_then_max_balanced_accuracy,"[1.0, 1.0, 1.0, 1.0, 1.0]","[0.4006499434842832, 0.22962999029064823, 0.2716560149114896, 0.3407595354096332, 0.39999671354928645]",1.0,1.0,0.32853843952906814,0.3407595354096332,0.22962999029064823,0.4006499434842832,0.0,2.8,0.8035714285714285,5,4,0,10,0.7894736842105263,0.7777777777777778,0.7738095238095238,0.8571428571428572,0.7777777777777778,0.9666666666666666,0.9697979797979798
l2,5,residue_min_distance_LYS101_angstrom_repstd|ligand_pose_rmsd_angstrom_mean|ligand_palm_distance_angstrom_repstd|ligand_pose_rmsd_angstrom_repstd|ligand_entrance_distance_angstrom_mean,13,5,10.0,min_fn_then_max_balanced_accuracy,"[0.01, 0.01, 10.0, 0.01, 10.0]","[0.4928359317666552, 0.495608229176307, 0.10788344109529102, 0.49426046980558347, 0.3130048266512132]",4.006,0.01,0.3807185796990099,0.4928359317666552,0.10788344109529102,0.495608229176307,0.0,2.4,0.8321428571428573,5,4,0,10,0.7894736842105263,0.7777777777777778,0.7738095238095238,0.8571428571428572,0.7777777777777778,0.9555555555555556,0.9669230769230769
l2,5,residue_min_distance_PRO225_angstrom_repstd|residue_min_distance_LYS101_angstrom_repstd|ligand_pose_rmsd_angstrom_mean|residue_min_distance_VAL106_angstrom_mean|ligand_palm_distance_angstrom_repstd,13,5,10.0,min_fn_then_max_balanced_accuracy,"[10.0, 0.1, 10.0, 1.0, 0.01]","[0.20767186661808612, 0.4399118577105203, 0.14952182020299543, 0.40167810668978743, 0.4863618338283737]",4.222,1.0,0.33702909700995265,0.40167810668978743,0.14952182020299543,0.4863618338283737,0.0,2.2,0.85,5,4,0,10,0.7894736842105263,0.7777777777777778,0.7738095238095238,0.8571428571428572,0.7777777777777778,0.9333333333333333,0.9566666666666667
l1,4,residue_min_distance_LYS101_angstrom_repstd|residue_min_distance_TYR318_angstrom_repstd|ligand_pose_rmsd_angstrom_repstd|ligand_entrance_distance_angstrom_mean,13,5,10.0,min_fn_then_max_balanced_accuracy,"[10.0, 10.0, 10.0, 10.0, 10.0]","[0.11504988201781707, 0.35511286315725066, 0.24548604006697683, 0.02090821527671005, 0.007543823734677324]",10.0,10.0,0.1488201648506864,0.11504988201781707,0.007543823734677324,0.35511286315725066,0.0,3.0,0.7946428571428571,5,4,0,10,0.7894736842105263,0.7777777777777778,0.7738095238095238,0.8571428571428572,0.7777777777777778,0.9111111111111112,0.9353174603174602
l1,4,binding_dg_electrostatic_mean|residue_min_distance_LYS101_angstrom_repstd|residue_min_distance_TYR318_angstrom_repstd|ligand_palm_depth_projection_angstrom_mean,13,5,10.0,min_fn_then_max_balanced_accuracy,"[10.0, 10.0, 10.0, 10.0, 10.0]","[0.15014478817025745, 0.05597793440289611, 0.038853858639409045, 0.032113441087259775, 0.12754189115696024]",10.0,10.0,0.08092638269135652,0.05597793440289611,0.032113441087259775,0.15014478817025745,0.0,3.0,0.7892857142857143,5,4,0,10,0.7894736842105263,0.7777777777777778,0.7738095238095238,0.8571428571428572,0.7777777777777778,0.9,0.9264285714285714
l2,3,residue_min_distance_LYS101_angstrom_repstd|residue_min_distance_TYR318_angstrom_repstd|ligand_entrance_distance_angstrom_mean,13,5,10.0,min_fn_then_max_balanced_accuracy,"[10.0, 10.0, 10.0, 10.0, 10.0]","[0.1956306221796933, 0.2432570347958023, 0.3377099082679309, 0.19756542695385826, 0.22561302521630644]",10.0,10.0,0.23995520348271823,0.22561302521630644,0.1956306221796933,0.3377099082679309,0.0,3.8,0.7375,5,4,0,10,0.7894736842105263,0.7777777777777778,0.7738095238095238,0.8571428571428572,0.7777777777777778,0.8666666666666667,0.8860958485958484
l2,4,residue_min_distance_LYS101_angstrom_repstd|ligand_pose_rmsd_angstrom_mean|ligand_palm_depth_projection_angstrom_mean|ligand_entrance_distance_angstrom_mean,13,5,10.0,min_fn_then_max_balanced_accuracy,"[1.0, 0.01, 10.0, 1.0, 1.0]","[0.31202368989945184, 0.49513611631156496, 0.1261327903346815, 0.286811242240665, 0.2922041971347308]",2.602,1.0,0.30246160718421883,0.2922041971347308,0.1261327903346815,0.49513611631156496,0.0,3.4,0.7625,5,4,0,10,0.7894736842105263,0.7777777777777778,0.7738095238095238,0.8571428571428572,0.7777777777777778,0.8555555555555556,0.8772069597069596
l2,5,residue_min_distance_LYS101_angstrom_repstd|ligand_pose_rmsd_angstrom_mean|residue_min_distance_VAL106_angstrom_mean|ligand_palm_depth_projection_angstrom_mean|ligand_entrance_distance_angstrom_mean,13,5,10.0,min_fn_then_max_balanced_accuracy,"[10.0, 1.0, 0.01, 10.0, 1.0]","[0.20004910721389724, 0.3875381527778534, 0.4867176835555156, 0.10647666822643687, 0.3546968468273628]",4.401999999999999,1.0,0.30709569172021317,0.3546968468273628,0.10647666822643687,0.4867176835555156,0.0,3.4,0.7625,5,4,0,10,0.7894736842105263,0.7777777777777778,0.7738095238095238,0.8571428571428572,0.7777777777777778,0.8333333333333334,0.857167277167277
l1,4,residue_min_distance_LYS101_angstrom_repstd|residue_min_distance_TYR318_angstrom_repstd|ligand_pose_rmsd_angstrom_mean|ligand_pose_rmsd_angstrom_repstd,13,5,10.0,min_fn_then_max_balanced_accuracy,"[1.0, 1.0, 10.0, 10.0, 1.0]","[0.2179251185759934, 0.2170011121934874, 0.04807550027682239, 0.0024867104492556358, 0.19238267719895075]",4.6,1.0,0.1355742237389019,0.19238267719895075,0.0024867104492556358,0.2179251185759934,0.0,4.2,0.7071428571428571,5,4,0,10,0.7894736842105263,0.7777777777777778,0.7738095238095238,0.8571428571428572,0.7777777777777778,0.8222222222222222,0.8827272727272727
l2,3,residue_min_distance_LYS101_angstrom_repstd|residue_min_distance_TYR318_angstrom_repstd|ligand_palm_depth_projection_angstrom_mean,13,5,10.0,min_fn_then_max_balanced_accuracy,"[10.0, 10.0, 10.0, 0.01, 10.0]","[0.21254255900204133, 0.25894712390641805, 0.3393442371830928, 0.49102119345465456, 0.29243071012399835]",8.002,10.0,0.318857164734041,0.29243071012399835,0.21254255900204133,0.49102119345465456,0.0,3.8,0.7375,5,4,0,10,0.7894736842105263,0.7777777777777778,0.7738095238095238,0.8571428571428572,0.7777777777777778,0.8222222222222222,0.8402120102120101
l2,4,residue_min_distance_LYS101_angstrom_repstd|residue_min_distance_TYR318_angstrom_repstd|residue_min_distance_PRO236_angstrom_mean|ligand_entrance_distance_angstrom_mean,13,5,10.0,min_fn_then_max_balanced_accuracy,"[0.01, 10.0, 1.0, 0.01, 0.01]","[0.4902978265387129, 0.07759694942174455, 0.3101404016884156, 0.49627064570281476, 0.4890121509395693]",2.206,0.01,0.3726635948582514,0.4890121509395693,0.07759694942174455,0.49627064570281476,0.0,4.4,0.6946428571428571,5,4,0,10,0.7894736842105263,0.7777777777777778,0.7738095238095238,0.8571428571428572,0.7777777777777778,0.8111111111111111,0.8541666666666666
