penalty,combo_size,feature_combo,n_features_filtered,cv_folds,low_max_fold,threshold_objective,c_by_fold,threshold_by_fold,c_mean,c_median,threshold_mean,threshold_median,threshold_min,threshold_max,inner_fn_mean,inner_fp_mean,inner_balanced_accuracy_mean,tn,fp,fn,tp,accuracy,balanced_accuracy,macro_f1,macro_precision,macro_recall,roc_auc,average_precision
l1,3,residue_min_distance_PRO225_angstrom_repstd|residue_min_distance_PRO236_angstrom_mean|ligand_entrance_distance_angstrom_mean,13,5,10.0,min_fn_then_max_balanced_accuracy,"[1.0, 1.0, 0.01, 10.0, 10.0]","[0.2599879766870501, 0.27919906358911795, 0.5, 0.1633178680499413, 0.29667839045318256]",4.401999999999999,1.0,0.2998366597558584,0.27919906358911795,0.1633178680499413,0.5,0.0,5.6,0.6071428571428571,1,8,0,10,0.5789473684210527,0.5555555555555556,0.4571428571428572,0.7777777777777778,0.5555555555555556,0.5222222222222223,0.6358318968613086
l1,5,residue_min_distance_PRO225_angstrom_repstd|residue_min_distance_LYS101_angstrom_repstd|residue_min_distance_PRO236_angstrom_mean|residue_min_distance_VAL106_angstrom_mean|ligand_palm_depth_projection_angstrom_mean,13,5,10.0,min_fn_then_max_balanced_accuracy,"[10.0, 1.0, 0.01, 1.0, 0.01]","[0.03373063720855818, 0.16727819720607018, 0.5, 0.2533004731253977, 0.5]",2.404,1.0,0.29086186150800525,0.2533004731253977,0.03373063720855818,0.5,0.0,5.6,0.6142857142857143,1,8,0,10,0.5789473684210527,0.5555555555555556,0.4571428571428572,0.7777777777777778,0.5555555555555556,0.5222222222222223,0.5951590514748409
l2,5,binding_dg_electrostatic_mean|residue_min_distance_PRO225_angstrom_repstd|residue_min_distance_VAL106_angstrom_mean|ligand_pose_rmsd_angstrom_repstd|ligand_entrance_distance_angstrom_mean,13,5,10.0,min_fn_then_max_balanced_accuracy,"[0.01, 1.0, 0.01, 0.01, 1.0]","[0.47978656234241557, 0.24633253720214254, 0.4498466011196556, 0.4757364134105051, 0.1797019287774151]",0.406,0.01,0.3662808085704268,0.4498466011196556,0.1797019287774151,0.47978656234241557,0.0,6.4,0.5553571428571429,1,8,0,10,0.5789473684210527,0.5555555555555556,0.4571428571428572,0.7777777777777778,0.5555555555555556,0.5222222222222223,0.5429452930110824
l2,4,residue_min_distance_PRO225_angstrom_repstd|residue_min_distance_PRO236_angstrom_mean|residue_min_distance_VAL106_angstrom_mean|ligand_entrance_distance_angstrom_mean,13,5,10.0,min_fn_then_max_balanced_accuracy,"[0.01, 0.1, 0.01, 0.01, 0.01]","[0.4874520065377066, 0.42386338670083945, 0.4550011536657722, 0.49357155784744566, 0.4839570602632475]",0.028000000000000004,0.01,0.46876903300300227,0.4839570602632475,0.42386338670083945,0.49357155784744566,0.0,6.0,0.5857142857142857,1,8,0,10,0.5789473684210527,0.5555555555555556,0.4571428571428572,0.7777777777777778,0.5555555555555556,0.5222222222222221,0.6666974610356963
l1,4,residue_min_distance_TYR318_angstrom_repstd|residue_min_distance_VAL106_angstrom_mean|ligand_palm_distance_angstrom_repstd|ligand_pose_rmsd_angstrom_repstd,13,5,10.0,min_fn_then_max_balanced_accuracy,"[1.0, 1.0, 0.01, 0.01, 0.01]","[0.13297067602151091, 0.39503221915309883, 0.5, 0.5, 0.5]",0.40599999999999986,0.01,0.40560057903492197,0.5,0.13297067602151091,0.5,0.0,6.0,0.5857142857142857,1,8,0,10,0.5789473684210527,0.5555555555555556,0.4571428571428572,0.7777777777777778,0.5555555555555556,0.5222222222222221,0.5850735294117647
l1,4,residue_min_distance_PRO236_angstrom_mean|ligand_palm_depth_projection_angstrom_mean|ligand_pose_rmsd_angstrom_repstd|ligand_entrance_distance_angstrom_mean,13,5,10.0,min_fn_then_max_balanced_accuracy,"[1.0, 1.0, 1.0, 0.01, 1.0]","[0.2703922458800183, 0.17702056985091197, 0.31409888273564635, 0.5, 0.30199276922571006]",0.8019999999999999,1.0,0.3127008935384573,0.30199276922571006,0.17702056985091197,0.5,0.0,5.2,0.6357142857142858,1,8,0,10,0.5789473684210527,0.5555555555555556,0.4571428571428572,0.7777777777777778,0.5555555555555556,0.5111111111111111,0.6593159536541889
l1,4,residue_min_distance_PRO236_angstrom_mean|residue_min_distance_VAL106_angstrom_mean|ligand_palm_depth_projection_angstrom_mean|ligand_entrance_distance_angstrom_mean,13,5,10.0,min_fn_then_max_balanced_accuracy,"[1.0, 1.0, 1.0, 0.01, 1.0]","[0.24352355826703476, 0.30089211759799883, 0.21943918112890837, 0.5, 0.28428212786984997]",0.8019999999999999,1.0,0.3096273969727584,0.28428212786984997,0.21943918112890837,0.5,0.0,6.4,0.5553571428571429,1,8,0,10,0.5789473684210527,0.5555555555555556,0.4571428571428572,0.7777777777777778,0.5555555555555556,0.5111111111111111,0.6086382979765332
l1,4,binding_dg_electrostatic_mean|residue_min_distance_VAL106_angstrom_mean|ligand_palm_depth_projection_angstrom_mean|ligand_pose_rmsd_angstrom_repstd,13,5,10.0,min_fn_then_max_balanced_accuracy,"[0.01, 0.01, 0.01, 1.0, 0.01]","[0.5, 0.5, 0.5, 0.17951550688394025, 0.5]",0.20800000000000002,0.01,0.4359031013767881,0.5,0.17951550688394025,0.5,0.0,7.0,0.5142857142857142,1,8,0,10,0.5789473684210527,0.5555555555555556,0.4571428571428572,0.7777777777777778,0.5555555555555556,0.5111111111111111,0.5790849673202615
l1,5,binding_dg_electrostatic_mean|residue_min_distance_PRO236_angstrom_mean|ligand_palm_depth_projection_angstrom_mean|ligand_pose_rmsd_angstrom_repstd|ligand_entrance_distance_angstrom_mean,13,5,10.0,min_fn_then_max_balanced_accuracy,"[0.01, 0.01, 0.01, 1.0, 0.01]","[0.5, 0.5, 0.5, 0.2543483167891597, 0.5]",0.20800000000000002,0.01,0.4508696633578319,0.5,0.2543483167891597,0.5,0.0,7.0,0.5142857142857142,1,8,0,10,0.5789473684210527,0.5555555555555556,0.4571428571428572,0.7777777777777778,0.5555555555555556,0.5111111111111111,0.5790849673202615
l2,5,residue_min_distance_PRO225_angstrom_repstd|residue_min_distance_TYR318_angstrom_repstd|residue_min_distance_PRO236_angstrom_mean|ligand_palm_depth_projection_angstrom_mean|ligand_pose_rmsd_angstrom_repstd,13,5,10.0,min_fn_then_max_balanced_accuracy,"[0.01, 0.01, 0.01, 0.01, 0.01]","[0.48533129915563034, 0.4897883376718499, 0.46470680793193775, 0.4516048388066569, 0.48222331130795537]",0.01,0.01,0.474730918974806,0.48222331130795537,0.4516048388066569,0.4897883376718499,0.0,6.4,0.5553571428571429,1,8,0,10,0.5789473684210527,0.5555555555555556,0.4571428571428572,0.7777777777777778,0.5555555555555556,0.5,0.6393150343808238
l1,4,binding_dg_electrostatic_mean|residue_min_distance_TYR318_angstrom_repstd|residue_min_distance_PRO236_angstrom_mean|ligand_pose_rmsd_angstrom_repstd,13,5,10.0,min_fn_then_max_balanced_accuracy,"[1.0, 10.0, 0.01, 1.0, 10.0]","[0.19616660844009903, 0.006644028780219413, 0.5, 0.2981197853524966, 0.06869457730031547]",4.401999999999999,1.0,0.21392499997462613,0.19616660844009903,0.006644028780219413,0.5,0.0,6.4,0.5553571428571429,1,8,0,10,0.5789473684210527,0.5555555555555556,0.4571428571428572,0.7777777777777778,0.5555555555555556,0.48888888888888893,0.6131621075003428
l1,2,residue_min_distance_PRO236_angstrom_mean|ligand_pose_rmsd_angstrom_repstd,13,5,10.0,min_fn_then_max_balanced_accuracy,"[1.0, 1.0, 1.0, 0.01, 10.0]","[0.28988203396975076, 0.2405979464619149, 0.24445230588550315, 0.5, 0.2254595450369078]",2.602,1.0,0.30007836627081536,0.24445230588550315,0.2254595450369078,0.5,0.0,5.6,0.6089285714285714,1,8,0,10,0.5789473684210527,0.5555555555555556,0.4571428571428572,0.7777777777777778,0.5555555555555556,0.4888888888888889,0.6304697998080351
l1,5,binding_dg_electrostatic_mean|residue_min_distance_PRO225_angstrom_repstd|residue_min_distance_TYR318_angstrom_repstd|residue_min_distance_PRO236_angstrom_mean|ligand_palm_depth_projection_angstrom_mean,13,5,10.0,min_fn_then_max_balanced_accuracy,"[1.0, 1.0, 0.01, 0.01, 10.0]","[0.19547107024581578, 0.2696455481815261, 0.5, 0.5, 0.034759281408173304]",2.404,1.0,0.29997517996710304,0.2696455481815261,0.034759281408173304,0.5,0.0,6.2,0.5660714285714286,1,8,0,10,0.5789473684210527,0.5555555555555556,0.4571428571428572,0.7777777777777778,0.5555555555555556,0.47777777777777786,0.6084967320261437
l2,5,residue_min_distance_PRO225_angstrom_repstd|residue_min_distance_TYR318_angstrom_repstd|residue_min_distance_PRO236_angstrom_mean|ligand_pose_rmsd_angstrom_repstd|ligand_entrance_distance_angstrom_mean,13,5,10.0,min_fn_then_max_balanced_accuracy,"[0.1, 0.01, 0.01, 0.01, 0.01]","[0.37312782316959203, 0.4898409378210258, 0.4474777413032178, 0.4819151990469618, 0.4891137757755678]",0.028000000000000004,0.01,0.45629509542327307,0.4819151990469618,0.37312782316959203,0.4898409378210258,0.0,6.4,0.5553571428571429,1,8,0,10,0.5789473684210527,0.5555555555555556,0.4571428571428572,0.7777777777777778,0.5555555555555556,0.4777777777777778,0.6170976684134578
l1,4,binding_dg_electrostatic_mean|residue_min_distance_PRO225_angstrom_repstd|residue_min_distance_PRO236_angstrom_mean|ligand_pose_rmsd_angstrom_repstd,13,5,10.0,min_fn_then_max_balanced_accuracy,"[1.0, 10.0, 0.01, 1.0, 1.0]","[0.0355815343913507, 0.04134008275258694, 0.5, 0.2231493845830318, 0.14044293978572553]",2.602,1.0,0.188102788302539,0.14044293978572553,0.0355815343913507,0.5,0.0,6.2,0.5696428571428571,1,8,0,10,0.5789473684210527,0.5555555555555556,0.4571428571428572,0.7777777777777778,0.5555555555555556,0.4777777777777778,0.609315953654189
l1,2,residue_min_distance_PRO225_angstrom_repstd|residue_min_distance_PRO236_angstrom_mean,13,5,10.0,min_fn_then_max_balanced_accuracy,"[1.0, 1.0, 0.01, 0.01, 1.0]","[0.21094422514969213, 0.28894732023133785, 0.5, 0.5, 0.33835213532128694]",0.6039999999999999,1.0,0.3676487361404634,0.33835213532128694,0.21094422514969213,0.5,0.0,6.2,0.5678571428571428,1,8,0,10,0.5789473684210527,0.5555555555555556,0.4571428571428572,0.7777777777777778,0.5555555555555556,0.4777777777777778,0.5501633986928105
l2,4,residue_min_distance_PRO225_angstrom_repstd|ligand_pose_rmsd_angstrom_mean|residue_min_distance_VAL106_angstrom_mean|ligand_entrance_distance_angstrom_mean,13,5,10.0,min_fn_then_max_balanced_accuracy,"[0.01, 10.0, 0.01, 0.01, 0.01]","[0.48645787235108073, 0.07938200797673145, 0.45000069150038147, 0.48709972762848563, 0.4832962400324943]",2.008,0.01,0.3972473078978347,0.4832962400324943,0.07938200797673145,0.48709972762848563,0.0,6.4,0.5553571428571429,1,8,0,10,0.5789473684210527,0.5555555555555556,0.4571428571428572,0.7777777777777778,0.5555555555555556,0.47777777777777775,0.5594029581529582
l2,5,residue_min_distance_PRO225_angstrom_repstd|ligand_pose_rmsd_angstrom_mean|residue_min_distance_VAL106_angstrom_mean|ligand_palm_depth_projection_angstrom_mean|ligand_pose_rmsd_angstrom_repstd,13,5,10.0,min_fn_then_max_balanced_accuracy,"[0.01, 0.01, 0.01, 0.01, 0.01]","[0.48324441664295825, 0.48593180871544506, 0.45525120281620357, 0.48379019647572497, 0.4237716391699573]",0.01,0.01,0.4663978527640579,0.48324441664295825,0.4237716391699573,0.48593180871544506,0.0,6.8,0.5285714285714286,1,8,0,10,0.5789473684210527,0.5555555555555556,0.4571428571428572,0.7777777777777778,0.5555555555555556,0.4666666666666667,0.6296505781799899
l1,5,residue_min_distance_PRO225_angstrom_repstd|residue_min_distance_PRO236_angstrom_mean|residue_min_distance_VAL106_angstrom_mean|ligand_pose_rmsd_angstrom_repstd|ligand_entrance_distance_angstrom_mean,13,5,10.0,min_fn_then_max_balanced_accuracy,"[1.0, 1.0, 0.01, 10.0, 1.0]","[0.1108329412449317, 0.2288960821120164, 0.5, 0.09517856025228844, 0.31159920756785]",2.602,1.0,0.24930135823541733,0.2288960821120164,0.09517856025228844,0.5,0.0,6.4,0.5553571428571429,1,8,0,10,0.5789473684210527,0.5555555555555556,0.4571428571428572,0.7777777777777778,0.5555555555555556,0.4666666666666667,0.6051589994972348
l2,4,residue_min_distance_TYR318_angstrom_repstd|ligand_pose_rmsd_angstrom_mean|ligand_palm_depth_projection_angstrom_mean|ligand_entrance_distance_angstrom_mean,13,5,10.0,min_fn_then_max_balanced_accuracy,"[0.01, 10.0, 0.01, 0.01, 10.0]","[0.4857692179912305, 0.04009972336793899, 0.4734615224166755, 0.48610693462506005, 0.20255490811650778]",4.006,0.01,0.33759846130348253,0.4734615224166755,0.04009972336793899,0.48610693462506005,0.0,6.6,0.5410714285714285,1,8,0,10,0.5789473684210527,0.5555555555555556,0.4571428571428572,0.7777777777777778,0.5555555555555556,0.4666666666666667,0.548187134502924
l2,4,ligand_pose_rmsd_angstrom_mean|ligand_palm_depth_projection_angstrom_mean|ligand_pose_rmsd_angstrom_repstd|ligand_entrance_distance_angstrom_mean,13,5,10.0,min_fn_then_max_balanced_accuracy,"[1.0, 0.01, 0.01, 0.01, 0.01]","[0.17068770186204574, 0.48402635790939064, 0.490123414262581, 0.48566883784171144, 0.4896214662211593]",0.20800000000000002,0.01,0.42402555561937766,0.48566883784171144,0.17068770186204574,0.490123414262581,0.0,6.8,0.5285714285714286,1,8,0,10,0.5789473684210527,0.5555555555555556,0.4571428571428572,0.7777777777777778,0.5555555555555556,0.4666666666666667,0.532281746031746
l1,2,residue_min_distance_PRO236_angstrom_mean|ligand_entrance_distance_angstrom_mean,13,5,10.0,min_fn_then_max_balanced_accuracy,"[1.0, 0.01, 1.0, 0.01, 1.0]","[0.17930418820601546, 0.5, 0.3314267818638623, 0.5, 0.29891302726721347]",0.6039999999999999,1.0,0.3619287994674183,0.3314267818638623,0.17930418820601546,0.5,0.0,6.4,0.5553571428571429,1,8,0,10,0.5789473684210527,0.5555555555555556,0.4571428571428572,0.7777777777777778,0.5555555555555556,0.4444444444444445,0.586830065359477
l1,5,residue_min_distance_TYR318_angstrom_repstd|residue_min_distance_PRO236_angstrom_mean|residue_min_distance_VAL106_angstrom_mean|ligand_palm_depth_projection_angstrom_mean|ligand_entrance_distance_angstrom_mean,13,5,10.0,min_fn_then_max_balanced_accuracy,"[1.0, 10.0, 1.0, 0.01, 0.01]","[0.25269787500485685, 0.014979152549555952, 0.3257733481831935, 0.5, 0.5]",2.404,1.0,0.31869007514752123,0.3257733481831935,0.014979152549555952,0.5,0.0,6.4,0.5571428571428572,1,8,0,10,0.5789473684210527,0.5555555555555556,0.4571428571428572,0.7777777777777778,0.5555555555555556,0.4444444444444445,0.5583627483627484
l1,5,binding_dg_electrostatic_mean|residue_min_distance_TYR318_angstrom_repstd|residue_min_distance_PRO236_angstrom_mean|residue_min_distance_VAL106_angstrom_mean|ligand_pose_rmsd_angstrom_repstd,13,5,10.0,min_fn_then_max_balanced_accuracy,"[1.0, 1.0, 0.01, 0.01, 0.01]","[0.18975352026970882, 0.24476666367696998, 0.5, 0.5, 0.5]",0.40599999999999986,0.01,0.38690403678933577,0.5,0.18975352026970882,0.5,0.0,6.6,0.5428571428571429,1,8,0,10,0.5789473684210527,0.5555555555555556,0.4571428571428572,0.7777777777777778,0.5555555555555556,0.4444444444444444,0.5618300653594771
l1,5,binding_dg_electrostatic_mean|residue_min_distance_PRO225_angstrom_repstd|residue_min_distance_PRO236_angstrom_mean|residue_min_distance_VAL106_angstrom_mean|ligand_pose_rmsd_angstrom_repstd,13,5,10.0,min_fn_then_max_balanced_accuracy,"[1.0, 1.0, 0.01, 0.01, 0.01]","[0.21690762354322746, 0.28835241688365265, 0.5, 0.5, 0.5]",0.40599999999999986,0.01,0.40105200808537605,0.5,0.21690762354322746,0.5,0.0,6.6,0.5428571428571429,1,8,0,10,0.5789473684210527,0.5555555555555556,0.4571428571428572,0.7777777777777778,0.5555555555555556,0.43333333333333335,0.5584967320261438
l2,5,residue_min_distance_PRO225_angstrom_repstd|residue_min_distance_PRO236_angstrom_mean|residue_min_distance_VAL106_angstrom_mean|ligand_pose_rmsd_angstrom_repstd|ligand_entrance_distance_angstrom_mean,13,5,10.0,min_fn_then_max_balanced_accuracy,"[0.01, 0.01, 0.01, 0.01, 1.0]","[0.4882668561490159, 0.4856258587297434, 0.46431499360932693, 0.4893313051408502, 0.25338399289361413]",0.20800000000000002,0.01,0.4361846013045101,0.4856258587297434,0.25338399289361413,0.4893313051408502,0.0,6.0,0.5821428571428571,1,8,0,10,0.5789473684210527,0.5555555555555556,0.4571428571428572,0.7777777777777778,0.5555555555555556,0.4222222222222223,0.595265611581401
l2,5,residue_min_distance_PRO225_angstrom_repstd|residue_min_distance_PRO236_angstrom_mean|residue_min_distance_VAL106_angstrom_mean|ligand_palm_depth_projection_angstrom_mean|ligand_pose_rmsd_angstrom_repstd,13,5,10.0,min_fn_then_max_balanced_accuracy,"[0.01, 0.01, 0.01, 0.01, 0.01]","[0.4805287146563262, 0.4883615691514225, 0.4539013093969835, 0.48573259150760395, 0.4947803636882193]",0.01,0.01,0.4806609096801111,0.48573259150760395,0.4539013093969835,0.4947803636882193,0.0,6.0,0.5803571428571429,1,8,0,10,0.5789473684210527,0.5555555555555556,0.4571428571428572,0.7777777777777778,0.5555555555555556,0.4222222222222223,0.5886584687242582
l1,4,residue_min_distance_TYR318_angstrom_repstd|residue_min_distance_PRO236_angstrom_mean|ligand_pose_rmsd_angstrom_repstd|ligand_entrance_distance_angstrom_mean,13,5,10.0,min_fn_then_max_balanced_accuracy,"[1.0, 1.0, 0.01, 0.01, 1.0]","[0.19492765377165144, 0.31861119521382064, 0.5, 0.5, 0.314240479392654]",0.6039999999999999,1.0,0.3655558656756252,0.31861119521382064,0.19492765377165144,0.5,0.0,6.0,0.5803571428571429,1,8,0,10,0.5789473684210527,0.5555555555555556,0.4571428571428572,0.7777777777777778,0.5555555555555556,0.4222222222222223,0.5597787833081951
l1,4,binding_dg_electrostatic_mean|residue_min_distance_TYR318_angstrom_repstd|ligand_palm_depth_projection_angstrom_mean|ligand_pose_rmsd_angstrom_repstd,13,5,10.0,min_fn_then_max_balanced_accuracy,"[0.01, 10.0, 0.01, 1.0, 0.01]","[0.5, 0.14475136630388818, 0.5, 0.14968745670159977, 0.5]",2.206,0.01,0.3588877646010976,0.5,0.14475136630388818,0.5,0.0,6.6,0.5428571428571429,1,8,0,10,0.5789473684210527,0.5555555555555556,0.4571428571428572,0.7777777777777778,0.5555555555555556,0.41111111111111115,0.49183006535947715
l2,4,residue_min_distance_PRO225_angstrom_repstd|residue_min_distance_VAL106_angstrom_mean|ligand_pose_rmsd_angstrom_repstd|ligand_entrance_distance_angstrom_mean,13,5,10.0,min_fn_then_max_balanced_accuracy,"[10.0, 10.0, 0.01, 10.0, 0.01]","[0.05589879529427, 0.014772153993801718, 0.4371733804772213, 0.14285372948283237, 0.4360882656923569]",6.0040000000000004,10.0,0.21735726498809646,0.14285372948283237,0.014772153993801718,0.4371733804772213,0.0,6.6,0.5428571428571429,1,8,0,10,0.5789473684210527,0.5555555555555556,0.4571428571428572,0.7777777777777778,0.5555555555555556,0.4,0.4915401213853226
l1,4,binding_dg_electrostatic_mean|residue_min_distance_TYR318_angstrom_repstd|ligand_pose_rmsd_angstrom_mean|ligand_pose_rmsd_angstrom_repstd,13,5,10.0,min_fn_then_max_balanced_accuracy,"[0.01, 0.01, 0.01, 1.0, 1.0]","[0.5, 0.5, 0.5, 0.12631225977179972, 0.07433386707371614]",0.406,0.01,0.34012922536910317,0.5,0.07433386707371614,0.5,0.0,6.8,0.5267857142857142,1,8,0,10,0.5789473684210527,0.5555555555555556,0.4571428571428572,0.7777777777777778,0.5555555555555556,0.39999999999999997,0.5384967320261438
l2,5,residue_min_distance_PRO225_angstrom_repstd|ligand_pose_rmsd_angstrom_mean|ligand_palm_depth_projection_angstrom_mean|ligand_pose_rmsd_angstrom_repstd|ligand_entrance_distance_angstrom_mean,13,5,10.0,min_fn_then_max_balanced_accuracy,"[1.0, 0.01, 0.01, 0.01, 0.01]","[0.13803278744044878, 0.4785492741733983, 0.4679857984882958, 0.48322825945766046, 0.48900219018904234]",0.20800000000000002,0.01,0.41135966194976914,0.4785492741733983,0.13803278744044878,0.48900219018904234,0.0,6.8,0.5285714285714286,1,8,0,10,0.5789473684210527,0.5555555555555556,0.4571428571428572,0.7777777777777778,0.5555555555555556,0.37777777777777777,0.4838694587146599
l1,4,residue_min_distance_PRO225_angstrom_repstd|residue_min_distance_PRO236_angstrom_mean|ligand_pose_rmsd_angstrom_repstd|ligand_entrance_distance_angstrom_mean,13,5,10.0,min_fn_then_max_balanced_accuracy,"[1.0, 1.0, 0.01, 0.01, 0.01]","[0.1997501623638721, 0.31292176287047757, 0.5, 0.5, 0.5]",0.40599999999999986,0.01,0.40253438504686995,0.5,0.1997501623638721,0.5,0.0,6.6,0.5428571428571429,1,8,0,10,0.5789473684210527,0.5555555555555556,0.4571428571428572,0.7777777777777778,0.5555555555555556,0.3666666666666667,0.5384967320261438
l2,5,residue_min_distance_PRO225_angstrom_repstd|ligand_pose_rmsd_angstrom_mean|residue_min_distance_VAL106_angstrom_mean|ligand_palm_depth_projection_angstrom_mean|ligand_entrance_distance_angstrom_mean,13,5,10.0,min_fn_then_max_balanced_accuracy,"[0.01, 0.01, 0.01, 0.01, 0.01]","[0.4627874217627733, 0.483258392837009, 0.45261989575544925, 0.487525685736546, 0.47128038083669166]",0.01,0.01,0.4714943553856939,0.47128038083669166,0.45261989575544925,0.487525685736546,0.0,7.2,0.5,1,8,0,10,0.5789473684210527,0.5555555555555556,0.4571428571428572,0.7777777777777778,0.5555555555555556,0.3666666666666667,0.49721777706297826
l1,4,binding_dg_electrostatic_mean|residue_min_distance_LYS101_angstrom_repstd|ligand_palm_distance_angstrom_repstd|ligand_pose_rmsd_angstrom_repstd,13,5,10.0,min_fn_then_max_balanced_accuracy,"[0.01, 1.0, 10.0, 1.0, 10.0]","[0.5, 0.23237652474650983, 0.013401014914069975, 0.14117213841110254, 0.0002588024776557507]",4.401999999999999,1.0,0.17744169610986762,0.14117213841110254,0.0002588024776557507,0.5,0.0,5.2,0.6392857142857143,0,9,0,10,0.5263157894736842,0.5,0.3448275862068966,0.2631578947368421,0.5,0.8111111111111111,0.8652958152958153
l1,4,residue_min_distance_PRO225_angstrom_repstd|residue_min_distance_LYS101_angstrom_repstd|ligand_pose_rmsd_angstrom_repstd|ligand_entrance_distance_angstrom_mean,13,5,10.0,min_fn_then_max_balanced_accuracy,"[1.0, 10.0, 0.01, 1.0, 0.01]","[0.14577821092204135, 0.004695993309801194, 0.5, 0.07899397593129653, 0.5]",2.404,1.0,0.24589363603262782,0.14577821092204135,0.004695993309801194,0.5,0.0,6.6,0.5428571428571429,0,9,0,10,0.5263157894736842,0.5,0.3448275862068966,0.2631578947368421,0.5,0.8,0.7819230769230768
l2,5,binding_dg_electrostatic_mean|residue_min_distance_PRO225_angstrom_repstd|residue_min_distance_LYS101_angstrom_repstd|ligand_pose_rmsd_angstrom_repstd|ligand_entrance_distance_angstrom_mean,13,5,10.0,min_fn_then_max_balanced_accuracy,"[1.0, 0.01, 0.01, 0.01, 0.01]","[0.23441943983104663, 0.481096761802995, 0.47383995444037197, 0.470479940086421, 0.45296635636443583]",0.20800000000000002,0.01,0.42256049050505406,0.470479940086421,0.23441943983104663,0.481096761802995,0.0,6.4,0.5571428571428572,0,9,0,10,0.5263157894736842,0.5,0.3448275862068966,0.2631578947368421,0.5,0.7777777777777779,0.8155100373482727
l1,5,binding_dg_electrostatic_mean|residue_min_distance_PRO225_angstrom_repstd|residue_min_distance_LYS101_angstrom_repstd|ligand_palm_distance_angstrom_repstd|residue_min_distance_VAL108_angstrom_mean,13,5,10.0,min_fn_then_max_balanced_accuracy,"[0.01, 10.0, 10.0, 1.0, 0.01]","[0.5, 0.00026664779703833297, 8.550657271122475e-08, 0.14401912822417262, 0.5]",4.204,1.0,0.22885717230555674,0.14401912822417262,8.550657271122475e-08,0.5,0.0,6.4,0.5571428571428572,0,9,0,10,0.5263157894736842,0.5,0.3448275862068966,0.2631578947368421,0.5,0.7777777777777778,0.8196428571428571
l2,5,binding_dg_electrostatic_mean|residue_min_distance_PRO225_angstrom_repstd|residue_min_distance_LYS101_angstrom_repstd|residue_min_distance_TYR318_angstrom_repstd|residue_min_distance_VAL108_angstrom_mean,13,5,10.0,min_fn_then_max_balanced_accuracy,"[0.01, 0.01, 1.0, 0.01, 0.01]","[0.4720740446134385, 0.4735858873755394, 0.05514863446816032, 0.4640409873290612, 0.4434535256396632]",0.20800000000000002,0.01,0.3816606158851725,0.4640409873290612,0.05514863446816032,0.4735858873755394,0.0,6.8,0.5285714285714286,0,9,0,10,0.5263157894736842,0.5,0.3448275862068966,0.2631578947368421,0.5,0.7555555555555556,0.8465583028083027
l1,5,binding_dg_electrostatic_mean|residue_min_distance_PRO225_angstrom_repstd|ligand_palm_depth_projection_angstrom_mean|ligand_palm_distance_angstrom_repstd|residue_min_distance_VAL108_angstrom_mean,13,5,10.0,min_fn_then_max_balanced_accuracy,"[0.01, 1.0, 10.0, 1.0, 0.01]","[0.5, 0.09219158075282485, 0.00035598502868006143, 0.12302167297390232, 0.5]",2.404,1.0,0.24311384775108147,0.12302167297390232,0.00035598502868006143,0.5,0.0,6.2,0.5714285714285714,0,9,0,10,0.5263157894736842,0.5,0.3448275862068966,0.2631578947368421,0.5,0.7555555555555556,0.7526190476190475
l2,5,binding_dg_electrostatic_mean|residue_min_distance_PRO225_angstrom_repstd|residue_min_distance_VAL106_angstrom_mean|ligand_palm_depth_projection_angstrom_mean|residue_min_distance_VAL108_angstrom_mean,13,5,10.0,min_fn_then_max_balanced_accuracy,"[10.0, 10.0, 10.0, 0.01, 0.01]","[0.016428818561088243, 0.016268985657417523, 4.183068151086822e-06, 0.46710706821514847, 0.47036313426254484]",6.0040000000000004,10.0,0.19403443795287004,0.016428818561088243,4.183068151086822e-06,0.47036313426254484,0.0,6.4,0.5553571428571429,0,9,0,10,0.5263157894736842,0.5,0.3448275862068966,0.2631578947368421,0.5,0.7444444444444445,0.7855984211866565
l1,4,binding_dg_electrostatic_mean|residue_min_distance_LYS101_angstrom_repstd|residue_min_distance_PRO236_angstrom_mean|ligand_pose_rmsd_angstrom_repstd,13,5,10.0,min_fn_then_max_balanced_accuracy,"[1.0, 0.01, 1.0, 0.01, 1.0]","[0.1599332427720298, 0.5, 0.15083494243739504, 0.5, 0.16242721760365497]",0.6039999999999999,1.0,0.29463908056261595,0.16242721760365497,0.15083494243739504,0.5,0.0,6.2,0.5678571428571428,0,9,0,10,0.5263157894736842,0.5,0.3448275862068966,0.2631578947368421,0.5,0.7444444444444445,0.7731077694235589
l1,3,binding_dg_electrostatic_mean|residue_min_distance_TYR318_angstrom_repstd|residue_min_distance_PRO236_angstrom_mean,13,5,10.0,min_fn_then_max_balanced_accuracy,"[0.01, 10.0, 1.0, 0.01, 0.01]","[0.5, 0.020861858625646046, 0.2766014912645861, 0.5, 0.5]",2.206,0.01,0.3594926699780464,0.5,0.020861858625646046,0.5,0.0,6.6,0.5428571428571429,0,9,0,10,0.5263157894736842,0.5,0.3448275862068966,0.2631578947368421,0.5,0.7444444444444445,0.7412698412698413
