mutation,replicate,time_ns,metric_value,metric
V106I,1,0.0,3.2337050437927246,Pos227-DOR
V106I,1,0.200401,3.4079125978486062,Pos227-DOR
V106I,1,0.278552,3.475848858431244,Pos227-DOR
V106I,1,0.400802,3.582120151904488,Pos227-DOR
V106I,1,0.502513,3.6705369987793923,Pos227-DOR
V106I,1,0.557103,3.717991803774929,Pos227-DOR
V106I,1,0.558659,3.7193444265368463,Pos227-DOR
V106I,1,0.601202,3.6942520379181767,Pos227-DOR
V106I,1,0.801603,3.5760515471068715,Pos227-DOR
V106I,1,0.835655,3.5559670010561706,Pos227-DOR
V106I,1,1.002004,3.4578510562955667,Pos227-DOR
V106I,1,1.005025,3.4560692104827164,Pos227-DOR
V106I,1,1.114206,3.3916720877773954,Pos227-DOR
V106I,1,1.117318,3.3898365683568095,Pos227-DOR
V106I,1,1.202405,3.451637391056645,Pos227-DOR
V106I,1,1.392758,3.5898968334435035,Pos227-DOR
V106I,1,1.402806,3.5971950156476358,Pos227-DOR
V106I,1,1.507538,3.673265200620084,Pos227-DOR
V106I,1,1.603206,3.7427519139067984,Pos227-DOR
V106I,1,1.671309,3.7922172903646016,Pos227-DOR
V106I,1,1.675978,3.7956080917303607,Pos227-DOR
V106I,1,1.803607,3.725465173304827,Pos227-DOR
V106I,1,1.949861,3.645086243818519,Pos227-DOR
V106I,1,2.004008,3.6153278926288412,Pos227-DOR
V106I,1,2.01005,3.612007303161502,Pos227-DOR
V106I,1,2.204409,3.5051906119528553,Pos227-DOR
V106I,1,2.228412,3.4919989355237675,Pos227-DOR
V106I,1,2.234637,3.4885778928745412,Pos227-DOR
V106I,1,2.40481,3.5550121215209485,Pos227-DOR
V106I,1,2.506964,3.5948922564021872,Pos227-DOR
V106I,1,2.512563,3.5970780628826,Pos227-DOR
V106I,1,2.60521,3.633246738180113,Pos227-DOR
V106I,1,2.785515,3.7036364215969324,Pos227-DOR
V106I,1,2.793296,3.7066740640731046,Pos227-DOR
V106I,1,2.805611,3.699890878941605,Pos227-DOR
V106I,1,3.006012,3.589507286306543,Pos227-DOR
V106I,1,3.015075,3.5845152628133894,Pos227-DOR
V106I,1,3.064067,3.5575298038068124,Pos227-DOR
V106I,1,3.206413,3.4791236936714816,Pos227-DOR
V106I,1,3.342618,3.4041001297428655,Pos227-DOR
V106I,1,3.351955,3.398957183328259,Pos227-DOR
V106I,1,3.406814,3.436827685673118,Pos227-DOR
V106I,1,3.517588,3.5132984429094796,Pos227-DOR
V106I,1,3.607214,3.575170074231506,Pos227-DOR
V106I,1,3.62117,3.5848043375784164,Pos227-DOR
V106I,1,3.807615,3.713513153121174,Pos227-DOR
V106I,1,3.899721,3.7770968060181738,Pos227-DOR
V106I,1,3.910615,3.784616521405601,Pos227-DOR
V106I,1,4.008016,3.6972850014886474,Pos227-DOR
V106I,1,4.020101,3.6864493692241282,Pos227-DOR
V106I,1,4.178273,3.5446294580496596,Pos227-DOR
