mutation,replicate,time_ns,metric_value,metric
V106A,1,0.0,3.5779829025268555,LYS104-DOR
V106A,1,0.200401,3.8937450842138146,LYS104-DOR
V106A,1,0.204918,3.900862303063421,LYS104-DOR
V106A,1,0.278552,4.016883842308922,LYS104-DOR
V106A,1,0.400802,4.209507265900774,LYS104-DOR
V106A,1,0.409836,4.223741703599987,LYS104-DOR
V106A,1,0.557103,4.4557832064392615,LYS104-DOR
V106A,1,0.558659,4.458234920526042,LYS104-DOR
V106A,1,0.601202,4.4182111586690045,LYS104-DOR
V106A,1,0.614754,4.405461483024855,LYS104-DOR
V106A,1,0.801603,4.229674577443852,LYS104-DOR
V106A,1,0.819672,4.212675323517189,LYS104-DOR
V106A,1,0.835655,4.197638571316743,LYS104-DOR
V106A,1,1.002004,4.0411379962187,LYS104-DOR
V106A,1,1.02459,4.019889164009523,LYS104-DOR
V106A,1,1.114206,3.9355787351041127,LYS104-DOR
V106A,1,1.117318,3.9326509760571384,LYS104-DOR
V106A,1,1.202405,3.9223165491090657,LYS104-DOR
V106A,1,1.229508,3.919024808926382,LYS104-DOR
V106A,1,1.392758,3.8991976095453884,LYS104-DOR
V106A,1,1.402806,3.897977249977975,LYS104-DOR
V106A,1,1.434426,3.8941369066736744,LYS104-DOR
V106A,1,1.603206,3.8736380722998667,LYS104-DOR
V106A,1,1.639344,3.869249004420967,LYS104-DOR
V106A,1,1.671309,3.86536675983773,LYS104-DOR
V106A,1,1.675978,3.864799267523503,LYS104-DOR
V106A,1,1.803607,3.6914650541063185,LYS104-DOR
V106A,1,1.844262,3.636251094532275,LYS104-DOR
V106A,1,1.949861,3.4928360430734275,LYS104-DOR
V106A,1,2.004008,3.419298464201069,LYS104-DOR
V106A,1,2.04918,3.357949922032118,LYS104-DOR
V106A,1,2.204409,3.1471318742958183,LYS104-DOR
V106A,1,2.228412,3.114533161427641,LYS104-DOR
V106A,1,2.234637,3.1060792060752274,LYS104-DOR
V106A,1,2.254098,3.1219084265601875,LYS104-DOR
V106A,1,2.40481,3.2444948032997845,LYS104-DOR
V106A,1,2.459016,3.2885849695609095,LYS104-DOR
V106A,1,2.506964,3.3275849933938506,LYS104-DOR
V106A,1,2.60521,3.4074964879606964,LYS104-DOR
V106A,1,2.663934,3.455261512561631,LYS104-DOR
V106A,1,2.785515,3.554153268164218,LYS104-DOR
V106A,1,2.793296,3.5604821908605575,LYS104-DOR
V106A,1,2.805611,3.5791350819669603,LYS104-DOR
V106A,1,2.868852,3.674923263097811,LYS104-DOR
V106A,1,3.006012,3.8826730919099335,LYS104-DOR
V106A,1,3.064067,3.9706062817006,LYS104-DOR
V106A,1,3.07377,3.9853029614101656,LYS104-DOR
V106A,1,3.206413,4.186211101852906,LYS104-DOR
V106A,1,3.278689,4.2956841743756895,LYS104-DOR
V106A,1,3.342618,4.392514436887574,LYS104-DOR
V106A,1,3.351955,4.406656753536881,LYS104-DOR
V106A,1,3.406814,4.389824737588387,LYS104-DOR
V106A,1,3.483607,4.36626207731699,LYS104-DOR
V106A,1,3.607214,4.328335316438179,LYS104-DOR
V106A,1,3.62117,4.324053148965263,LYS104-DOR
V106A,1,3.688525,4.303386382689953,LYS104-DOR
V106A,1,3.807615,4.266845588454532,LYS104-DOR
V106A,1,3.893443,4.2405106880629155,LYS104-DOR
V106A,1,3.899721,4.2385843877336695,LYS104-DOR
V106A,1,3.910615,4.235241820188952,LYS104-DOR
V106A,1,4.008016,4.22093203830307,LYS104-DOR
V106A,1,4.098361,4.207658896913557,LYS104-DOR
V106A,1,4.178273,4.195918531926909,LYS104-DOR
V106A,1,4.208417,4.191489890894804,LYS104-DOR
V106A,1,4.303279,4.177553129164858,LYS104-DOR
V106A,1,4.408818,4.1620477434865375,LYS104-DOR
V106A,1,4.456825,4.154994738907575,LYS104-DOR
V106A,1,4.469274,4.153165691737771,LYS104-DOR
V106A,1,4.508197,4.134153826987564,LYS104-DOR
V106A,1,4.609218,4.08481031315434,LYS104-DOR
V106A,1,4.713115,4.034062022633254,LYS104-DOR
V106A,1,4.735376,4.023188679848671,LYS104-DOR
V106A,1,4.809619,3.9869248287927506,LYS104-DOR
V106A,1,4.918033,3.933970218278944,LYS104-DOR
V106A,1,5.01002,3.8890393444311617,LYS104-DOR
V106A,1,5.013928,3.8871304893212315,LYS104-DOR
V106A,1,5.027933,3.8802898249685125,LYS104-DOR
V106A,1,5.122951,3.957929893885448,LYS104-DOR
V106A,1,5.210421,4.029402423597339,LYS104-DOR
V106A,1,5.292479,4.09645275906205,LYS104-DOR
V106A,1,5.327869,4.1253702487899995,LYS104-DOR
V106A,1,5.410822,4.1931518968658015,LYS104-DOR
V106A,1,5.532787,4.2928106036945515,LYS104-DOR
V106A,1,5.571031,4.324060122687365,LYS104-DOR
V106A,1,5.586592,4.3367751568115995,LYS104-DOR
V106A,1,5.611222,4.344327257963257,LYS104-DOR
V106A,1,5.737705,4.383109266368103,LYS104-DOR
V106A,1,5.811623,4.405773881354065,LYS104-DOR
V106A,1,5.849582,4.417412807194214,LYS104-DOR
V106A,1,5.942623,4.445940884833069,LYS104-DOR
V106A,1,6.012024,4.467220504744874,LYS104-DOR
V106A,1,6.128134,4.502821961034546,LYS104-DOR
V106A,1,6.145251,4.50807034728302,LYS104-DOR
V106A,1,6.147541,4.508413299685731,LYS104-DOR
V106A,1,6.212425,4.51812862112534,LYS104-DOR
V106A,1,6.352459,4.539096430176483,LYS104-DOR
V106A,1,6.406685,4.547215889833474,LYS104-DOR
V106A,1,6.412826,4.548135404489794,LYS104-DOR
V106A,1,6.557377,4.569779560667233,LYS104-DOR
V106A,1,6.613226,4.578142038120546,LYS104-DOR
V106A,1,6.685237,4.588924511645417,LYS104-DOR
V106A,1,6.703911,4.5917201885461845,LYS104-DOR
V106A,1,6.762295,4.532270873586391,LYS104-DOR
V106A,1,6.813627,4.480002234309944,LYS104-DOR
V106A,1,6.963788,4.327101292550601,LYS104-DOR
V106A,1,6.967213,4.323613797624983,LYS104-DOR
V106A,1,7.014028,4.2759445786635775,LYS104-DOR
V106A,1,7.172131,4.1149567216635745,LYS104-DOR
V106A,1,7.214429,4.07188692301721,LYS104-DOR
V106A,1,7.24234,4.04346663955183,LYS104-DOR
V106A,1,7.26257,4.022867740883494,LYS104-DOR
V106A,1,7.377049,4.064730691629892,LYS104-DOR
V106A,1,7.41483,4.078546536825514,LYS104-DOR
V106A,1,7.520891,4.117331173476024,LYS104-DOR
V106A,1,7.581967,4.139665589218535,LYS104-DOR
V106A,1,7.61523,4.1518292815173625,LYS104-DOR
V106A,1,7.786885,4.214600486807179,LYS104-DOR
V106A,1,7.799443,4.219192725868258,LYS104-DOR
V106A,1,7.815631,4.22511239189157,LYS104-DOR
V106A,1,7.821229,4.227159481735806,LYS104-DOR
V106A,1,7.991803,4.081358340226895,LYS104-DOR
V106A,1,8.016032,4.060648165496903,LYS104-DOR
V106A,1,8.077994,4.007685028486714,LYS104-DOR
V106A,1,8.196721,3.906200983946373,LYS104-DOR
V106A,1,8.216433,3.8893517964323348,LYS104-DOR
V106A,1,8.356546,3.769587682686677,LYS104-DOR
V106A,1,8.379888,3.7496356872040946,LYS104-DOR
V106A,1,8.401639,3.7638279567075847,LYS104-DOR
V106A,1,8.416834,3.77374279633348,LYS104-DOR
V106A,1,8.606557,3.8975383289655094,LYS104-DOR
V106A,1,8.617234,3.904505143225837,LYS104-DOR
V106A,1,8.635097,3.9161608707834126,LYS104-DOR
V106A,1,8.811475,4.031248701223433,LYS104-DOR
V106A,1,8.817635,4.035268142624915,LYS104-DOR
V106A,1,8.913649,4.0979179229369045,LYS104-DOR
V106A,1,8.938547,4.114164035276854,LYS104-DOR
V106A,1,9.016393,4.06777218712849,LYS104-DOR
V106A,1,9.018036,4.066793038508548,LYS104-DOR
V106A,1,9.192201,3.962999113132824,LYS104-DOR
V106A,1,9.218437,3.947363724701409,LYS104-DOR
V106A,1,9.221311,3.9456509595561164,LYS104-DOR
V106A,1,9.418838,3.82793441089427,LYS104-DOR
V106A,1,9.42623,3.823529136032056,LYS104-DOR
V106A,1,9.470752,3.796996175072174,LYS104-DOR
V106A,1,9.497207,3.7812304990721177,LYS104-DOR
V106A,1,9.619238,3.8015885235867786,LYS104-DOR
V106A,1,9.631148,3.8035754291433146,LYS104-DOR
V106A,1,9.749304,3.8232870003387833,LYS104-DOR
V106A,1,9.819639,3.8350207536821035,LYS104-DOR
V106A,1,9.836066,3.837761215275488,LYS104-DOR
V106A,1,10.02004,3.868452983777428,LYS104-DOR
V106A,1,10.027855,3.869756734148908,LYS104-DOR
V106A,1,10.040984,3.8719470014076616,LYS104-DOR
V106A,1,10.055866,3.8744296813415096,LYS104-DOR
V106A,1,10.220441,3.8293632511316944,LYS104-DOR
V106A,1,10.245902,3.8223911327688076,LYS104-DOR
V106A,1,10.306407,3.805822733195088,LYS104-DOR
V106A,1,10.420842,3.774486400574336,LYS104-DOR
V106A,1,10.45082,3.7662773685534954,LYS104-DOR
V106A,1,10.584958,3.7295456607273723,LYS104-DOR
V106A,1,10.614525,3.72144917497915,LYS104-DOR
V106A,1,10.621242,3.7327129591739614,LYS104-DOR
V106A,1,10.655738,3.790560941638712,LYS104-DOR
V106A,1,10.821643,4.068774923863165,LYS104-DOR
V106A,1,10.860656,4.1341976783824546,LYS104-DOR
V106A,1,10.86351,4.138983686671948,LYS104-DOR
V106A,1,11.022044,4.404836888552369,LYS104-DOR
V106A,1,11.065574,4.477834415126195,LYS104-DOR
V106A,1,11.142061,4.60609910189514,LYS104-DOR
V106A,1,11.173184,4.658290740295256,LYS104-DOR
V106A,1,11.222445,4.574320973168992,LYS104-DOR
V106A,1,11.270492,4.492419398041952,LYS104-DOR
V106A,1,11.420613,4.236521082649813,LYS104-DOR
V106A,1,11.422846,4.232714680225963,LYS104-DOR
V106A,1,11.47541,4.1431133649518,LYS104-DOR
V106A,1,11.623246,3.8911100918966475,LYS104-DOR
V106A,1,11.680328,3.7938073318616485,LYS104-DOR
V106A,1,11.699164,3.7616992279406354,LYS104-DOR
V106A,1,11.731844,3.705993584435235,LYS104-DOR
V106A,1,11.823647,3.7944122269383715,LYS104-DOR
V106A,1,11.885246,3.8537403530295764,LYS104-DOR
V106A,1,11.977716,3.9428014062878036,LYS104-DOR
V106A,1,12.024048,3.987425356969758,LYS104-DOR
V106A,1,12.090164,4.051103961892663,LYS104-DOR
V106A,1,12.224449,4.180438487001143,LYS104-DOR
V106A,1,12.256267,4.211083502601557,LYS104-DOR
V106A,1,12.290503,4.244057110227646,LYS104-DOR
V106A,1,12.295082,4.242544769183263,LYS104-DOR
V106A,1,12.42485,4.199685308024168,LYS104-DOR
V106A,1,12.5,4.174864947795868,LYS104-DOR
V106A,1,12.534819,4.163365012695546,LYS104-DOR
V106A,1,12.625251,4.133497350471119,LYS104-DOR
V106A,1,12.704918,4.1071851264084716,LYS104-DOR
V106A,1,12.81337,4.071365862170553,LYS104-DOR
V106A,1,12.825651,4.0673097231956525,LYS104-DOR
V106A,1,12.849162,4.059544566983709,LYS104-DOR
V106A,1,12.909836,4.117375864391748,LYS104-DOR
V106A,1,13.026052,4.2281469315062346,LYS104-DOR
V106A,1,13.091922,4.290930801118261,LYS104-DOR
V106A,1,13.114754,4.312693080015813,LYS104-DOR
V106A,1,13.226453,4.419158776870128,LYS104-DOR
V106A,1,13.319672,4.508010295639879,LYS104-DOR
V106A,1,13.370474,4.556432128705465,LYS104-DOR
V106A,1,13.407821,4.592029353214351,LYS104-DOR
V106A,1,13.426854,4.592005739820375,LYS104-DOR
V106A,1,13.52459,4.591883360567713,LYS104-DOR
V106A,1,13.627255,4.591754809512067,LYS104-DOR
V106A,1,13.649025,4.591727550402522,LYS104-DOR
V106A,1,13.729508,4.591626774338512,LYS104-DOR
V106A,1,13.827655,4.5915038804559,LYS104-DOR
V106A,1,13.927577,4.5913787640230135,LYS104-DOR
V106A,1,13.934426,4.591370188109312,LYS104-DOR
V106A,1,13.96648,4.5913300519817355,LYS104-DOR
V106A,1,14.028056,4.571645996176491,LYS104-DOR
V106A,1,14.139344,4.536070203010788,LYS104-DOR
V106A,1,14.206128,4.514721146771317,LYS104-DOR
V106A,1,14.228457,4.5075831634703585,LYS104-DOR
V106A,1,14.344262,4.470563406375665,LYS104-DOR
V106A,1,14.428858,4.443520330764227,LYS104-DOR
V106A,1,14.48468,4.425675532348442,LYS104-DOR
V106A,1,14.52514,4.412741940963937,LYS104-DOR
V106A,1,14.54918,4.432815619977379,LYS104-DOR
V106A,1,14.629259,4.499682514391584,LYS104-DOR
V106A,1,14.754098,4.6039245283000385,LYS104-DOR
V106A,1,14.763231,4.611550689299612,LYS104-DOR
V106A,1,14.829659,4.667018840277358,LYS104-DOR
V106A,1,14.959016,4.775033436622697,LYS104-DOR
V106A,1,15.03006,4.834356001174737,LYS104-DOR
V106A,1,15.041783,4.844144842234413,LYS104-DOR
V106A,1,15.083799,4.879228530494841,LYS104-DOR
V106A,1,15.163934,4.8372724607186885,LYS104-DOR
V106A,1,15.230461,4.802441095472564,LYS104-DOR
V106A,1,15.320334,4.755386526819762,LYS104-DOR
V106A,1,15.368852,4.729984086021117,LYS104-DOR
V106A,1,15.430862,4.69751767450531,LYS104-DOR
V106A,1,15.57377,4.622695711323547,LYS104-DOR
V106A,1,15.598886,4.609545793703307,LYS104-DOR
V106A,1,15.631263,4.592594253538055,LYS104-DOR
V106A,1,15.642458,4.586732917029114,LYS104-DOR
V106A,1,15.778689,4.689923477503277,LYS104-DOR
V106A,1,15.831663,4.7300496130717535,LYS104-DOR
V106A,1,15.877437,4.764721975542237,LYS104-DOR
V106A,1,15.983607,4.845142404683042,LYS104-DOR
V106A,1,16.032064,4.881847055101013,LYS104-DOR
V106A,1,16.155989,4.975716337207773,LYS104-DOR
V106A,1,16.188525,5.000361331862807,LYS104-DOR
V106A,1,16.201117,5.009899375036408,LYS104-DOR
V106A,1,16.232465,4.989620846610211,LYS104-DOR
V106A,1,16.393443,4.885484412436989,LYS104-DOR
V106A,1,16.432866,4.859981731049403,LYS104-DOR
V106A,1,16.43454,4.858898822883034,LYS104-DOR
